assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1992-09-02,0,61,True,True,None,None,0,0.0,1,98980,None,,0,0,0,0,20.0,195,1,0,0.0,None,,0,1,1.8,1.8,2,0.01,0.0,0.01,0.0,0.00,7.49,1.87,0.0,Emiliano,1.8,179,15,10,2.5,0,False,13.9,114,1,28,False,119.0,18,3,Emiliano Martínez,360,,None,50,242,6,p98980,0,0,None,0,,98980.jpg,2.2,193,15,False,-386,None,1.5,"[{'offset': 0, 'projected_percent': '-0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-11.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-22.7', 'likelihood': -2}]",37,0,10,False,18,4.5,,[],Martínez Romero,4.8,76,11,False,None,4,1.0,a,0,6,8,2026-08-29,0.0,540,60,9,239020,1253,229743,5162,0.4,1.8,Martinez,0
1,2002-07-26,2,135,True,True,None,None,0,0.0,3,244850,3,,0,0,2,-2,119.5,14,13,31,6.38,None,,0,3,5.8,5.8,2,1.23,0.25,2.95,0.6,1.72,8.73,1.8,0.35,Morgan,5.8,20,8,12,2.47,3,False,37.8,5,5,40,False,149.0,6,4,,437,,None,77,16,10,p244850,0,0,None,0,,244850.jpg,5.8,35,17,False,-45,None,63.6,"[{'offset': 0, 'projected_percent': '63.4', 'likelihood': 3}, {'offset': 1, 'projected_percent': '62.8', 'likelihood': 3}, {'offset': 2, 'projected_percent': '62.2', 'likelihood': 3}]",23,0,241,False,0,0.0,,[],Rogers,40.1,5,1,False,None,5,1.03,a,5,6,8,2026-07-21,110.0,17,9,29,2357648,28225,603077,11390,0.8,3.8,Rogers,1
0,1990-06-17,0,16,True,True,100,50,0,0.0,2,56979,None,,0,0,-1,1,0.0,533,220,10,10.0,None,,0,3,0.4,0.2,2,0.08,0.08,0.08,0.08,0.00,2.65,2.65,0.0,Jordan,0.4,343,160,3,3.0,0,False,0.0,538,215,101,False,0.0,533,213,Jordan Henderson,90,,2026-08-09T09:30:07.136250Z,49,343,206,p56979,0,0,None,0,,56979.jpg,2.0,208,91,False,0,2026-09-25T13:30:09.904003Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",7,0,241,False,0,0.0,,[],Henderson,0.0,550,226,False,None,1,1.0,a,1,6,8,2026-08-03,0.0,492,192,2,708,95,2497,23,0.1,0.4,Henderson,0
0,1990-11-26,0,15,True,True,100,100,0,0.0,2,50175,None,,0,0,-1,1,10.9,243,30,5,5.29,None,,0,4,0.8,0.8,2,0.14,0.15,0.14,0.15,0.00,1.99,2.11,0.0,Danny,0.8,289,32,1,1.06,0,False,2.4,314,36,136,False,7.2,319,31,,85,,2026-08-20T14:00:07.949090Z,59,78,20,p50175,0,0,None,0,,50175.jpg,1.3,284,33,False,-95,None,7.3,"[{'offset': 0, 'projected_percent': '7.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '5.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.4', 'likelihood': 1}]",2,0,241,False,0,0.0,,[],Welbeck,1.0,180,29,False,None,1,1.06,a,1,6,8,2026-08-01,6.0,265,38,4,56602,2666,75804,1900,0.1,0.7,Welbeck,0
0,1997-11-18,0,6,False,True,0,0,0,0.0,1,215059,None,,0,0,-1,1,0.0,544,56,0,0.0,None,,0,1,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,1.33,1.33,0.0,Robert,0.4,348,23,2,2.0,0,False,2.1,320,22,140,False,21.4,254,22,,90,Has joined Como on loan for the rest of the season,2026-09-02T16:20:41.841936Z,49,363,17,p215059,0,0,None,0,,215059.jpg,2.0,211,18,False,-85,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",5,0,200,False,4,4.0,,[],Lynch Sánchez,0.7,212,31,False,None,1,1.0,u,0,6,8,2023-08-05,0.0,506,54,2,10847,0,172494,886,0.1,0.4,Sánchez,0
0,2002-04-16,0,0,False,True,0,0,0,0,0,508479,None,,0,0,0,0,0.0,605,69,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,611,72,0,0,0,False,0.0,603,72,141,False,0.0,598,72,,0,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,50,312,14,p508479,0,0,None,0,,508479.jpg,0.0,611,72,False,-1,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,58,False,0,0,,[],Jörgensen,0.0,613,71,False,None,0,0,u,0,6,8,2024-07-30,0.0,580,68,0,0,0,925,7,0.0,0.0,Jörgensen,0
0,1999-12-08,0,24,True,True,75,75,0,0.0,11,225796,1,,0,0,-1,1,42.6,121,34,13,4.01,1,,0,2,0.4,0.4,0,0.26,0.08,0.59,0.18,0.33,4.90,1.51,0.1,Reece,0.6,319,112,7,2.16,0,False,14.8,102,35,142,False,56.2,134,61,,292,Hamstring injury - 75% chance of playing,2026-09-18T10:30:09.719371Z,54,186,21,p225796,0,0,None,0,,225796.jpg,0.8,401,138,False,-1976,None,-55.2,"[{'offset': 0, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-85.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-109.2', 'likelihood': -5}]",15,0,241,False,0,0.0,https://www.chelseafc.com/en/news/article/xabi-alonso-on-competitive-monster-jordan-henderson-and-chelsea-absentees,[],James,6.4,60,25,False,None,3,0.92,d,2,6,8,2019-05-15,49.0,78,14,3,168332,127,541860,19171,0.1,0.6,James,1
0,1999-07-05,0,0,False,True,0,0,0,0,0,180736,None,,0,0,0,0,0.0,636,215,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Trevoh,0.0,637,215,0,0,0,False,0.0,635,215,143,False,0.0,631,215,,0,Has joined Como permanently,2026-08-10T14:03:50.769483Z,55,130,14,p180736,0,0,None,0,,180736.jpg,0.0,637,215,False,-4,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Chalobah,0.1,461,165,False,None,0,0,u,0,6,8,2018-02-16,0.0,623,213,0,0,0,13685,55,0.0,0.0,Chalobah,0
0,2003-05-19,0,12,True,True,None,None,0,0.0,11,482609,None,,0,0,0,0,37.2,137,39,15,4.96,None,,0,2,0.8,0.8,0,0.12,0.04,0.20,0.07,0.08,3.50,1.16,0.03,Malo,0.8,282,103,7,2.32,0,False,8.2,204,75,144,False,32.0,218,95,,272,,None,50,294,49,p482609,0,0,None,0,,482609.jpg,1.0,349,132,False,-162,None,-88.4,"[{'offset': 0, 'projected_percent': '-94.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-118.1', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-141.4', 'likelihood': -5}]",13,0,73,False,0,0.0,,[],Gusto,1.0,183,69,False,None,3,0.99,a,4,6,8,2023-01-28,13.0,202,68,4,35681,354,62096,1616,0.2,0.8,Gusto,0
0,2000-12-17,0,35,True,True,100,100,0,0.0,40,444463,None,,0,0,0,0,28.4,163,51,47,13.56,None,,0,2,1.6,1.6,4,0.08,0.02,0.08,0.02,0.00,5.65,1.63,0.0,Wesley,1.6,199,72,7,2.02,0,False,11.0,156,58,145,False,77.6,78,33,Wesley Fofana,312,,2026-07-23T12:01:23.464591Z,50,283,46,p444463,0,0,None,0,,444463.jpg,2.0,218,82,False,21,None,3.7,"[{'offset': 0, 'projected_percent': '3.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.3', 'likelihood': 1}]",11,0,73,False,0,0.0,,[],Fofana,0.2,350,132,False,None,4,1.15,a,7,6,8,2022-08-31,4.0,286,106,8,16591,485,7181,240,0.3,1.6,Fofana,1
0,2001-03-26,0,0,False,True,0,0,0,0,0,242880,None,,0,0,0,0,0.0,474,185,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benoît,0.0,501,188,0,0,0,False,0.0,481,185,146,False,0.0,476,185,,0,Has joined Napoli on loan for the rest of the season,2026-08-25T14:03:47.079414Z,45,466,106,p242880,0,0,None,0,,242880.jpg,0.0,501,188,False,0,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,73,False,0,0,,[],Badiashile Mukinayi,0.0,607,205,False,None,0,0,u,0,6,8,2023-01-05,0.0,424,174,0,232,0,1907,10,0.0,0.0,B.Badiashile,0
2,2006-03-07,0,14,True,True,None,None,0,0.0,11,551210,None,,0,0,0,0,47.1,99,24,18,6.28,None,,0,2,1.6,1.6,0,0.21,0.07,0.22,0.07,0.01,4.81,1.68,0.0,Jorrel,1.6,193,70,9,3.14,0,False,14.0,112,40,148,False,77.0,79,34,,258,,None,45,509,128,p551210,0,0,None,0,,551210.jpg,2.0,207,78,False,-217,None,13.3,"[{'offset': 0, 'projected_percent': '12.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '9.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '6.5', 'likelihood': 1}]",9,0,152,False,0,0.0,,[],Hato,0.9,196,74,False,None,4,1.4,a,7,6,8,2025-08-03,15.0,181,61,8,90563,168,54372,2045,0.4,1.8,Hato,0
0,2003-02-26,0,17,True,True,None,None,0,0.0,23,460028,None,,-1,1,-2,2,14.2,219,75,26,6.86,None,,0,2,0.6,0.6,1,0.05,0.01,0.06,0.01,0.01,6.67,1.76,0.0,Levi,0.6,304,110,9,2.38,0,False,7.2,214,78,149,False,46.0,167,71,,341,,None,48,417,77,p460028,0,0,None,0,,460028.jpg,0.8,399,137,False,-90,None,-1.7,"[{'offset': 0, 'projected_percent': '-4.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-20.7', 'likelihood': -2}]",15,0,241,False,0,0.0,,[],Samuels Colwill,0.9,193,72,False,None,4,1.06,a,3,6,8,2022-07-01,11.0,215,74,3,25883,227,94443,1418,0.1,0.6,Colwill,1
0,2005-08-29,0,0,False,True,0,0,0,0,0,574458,None,,0,0,0,0,0.0,506,195,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mamadou,0.0,531,198,0,0,0,False,0.0,512,195,150,False,0.0,507,195,Mamadou Sarr,0,Has joined Real Sociedad on loan for the rest of the season,2026-08-29T00:34:23.077418Z,45,517,130,p574458,0,0,None,0,,574458.jpg,0.0,531,198,False,-4,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,189,False,0,0,,[],Sarr,0.0,542,187,False,None,0,0,u,0,6,8,2025-06-09,0.0,463,188,0,429,0,5849,33,0.0,0.0,M.Sarr,0
0,2006-05-05,0,5,True,True,None,None,0,0.0,13,577016,None,,0,0,0,0,4.1,283,100,20,8.14,None,,0,2,1.0,1.0,0,0.03,0.01,0.03,0.01,0.00,4.72,1.92,0.0,Josh,1.0,266,96,7,2.85,0,False,5.1,257,96,151,False,41.6,177,75,,221,,None,45,520,132,p577016,0,0,None,0,,577016.jpg,1.2,289,100,False,-53,None,0.2,"[{'offset': 0, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-21.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-43.4', 'likelihood': -3}]",7,0,241,False,0,0.0,,[],Acheampong,0.4,278,101,False,None,2,0.81,a,7,6,8,2024-03-10,6.0,255,92,5,20803,91,20961,402,0.2,1.1,Acheampong,0
0,2005-03-03,0,0,True,True,50,50,0,0,0,620109,None,,0,0,-2,2,0.0,621,214,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marco,0.0,626,214,0,0,0,False,0.0,622,214,152,False,0.0,617,214,,0,Thigh injury - 50% chance of playing,2026-08-24T18:30:07.421239Z,53,237,34,p620109,0,0,None,0,,620109.jpg,0.0,626,214,False,0,2026-09-25T13:30:10.008957Z,-0.0,"[{'offset': 0, 'projected_percent': '-0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '-0.0', 'likelihood': 0}]",0,0,106,False,0,0,https://www.chelseafc.com/en/news/article/xabi-alonso-on-competitive-monster-jordan-henderson-and-chelsea-absentees,[],Palestra,0.6,229,88,False,None,0,0,d,0,6,8,2026-07-01,0.0,605,212,0,6487,27,217347,806,0.0,0.0,Palestra,0
2,2002-05-06,3,148,True,True,100,100,0,0.0,3,244851,None,,0,0,2,-2,120.0,13,12,29,5.9,2,,1,3,5.6,5.6,2,0.79,0.16,2.10,0.43,1.31,8.73,1.78,0.27,Cole,5.6,26,13,12,2.44,2,False,37.6,7,6,154,False,131.6,13,8,,442,,2026-08-24T22:00:07.971542Z,97,3,2,p244851,0,0,1,0,,244851.jpg,5.6,40,21,False,-2413,None,26.8,"[{'offset': 0, 'projected_percent': '17.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-15.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-48.3', 'likelihood': -3}]",19,0,241,False,0,0.0,,[],Palmer,26.9,9,5,False,None,5,1.02,a,7,6,8,2023-09-01,124.0,11,6,28,1913065,9689,517052,21746,0.6,2.9,Palmer,1
0,2000-03-09,0,81,True,True,None,None,0,0.0,8,247632,2,,0,0,0,0,84.8,39,33,28,7.59,3,,0,3,2.8,2.8,2,0.58,0.16,1.26,0.34,0.68,6.64,1.8,0.18,Pedro,2.8,119,55,8,2.17,1,False,24.0,32,23,156,False,72.4,89,28,Pedro Neto,332,,None,65,37,25,p247632,0,0,None,0,,247632.jpg,2.8,167,72,False,-222,None,0.6,"[{'offset': 0, 'projected_percent': '-2.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-24.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-47.4', 'likelihood': -3}]",14,0,173,False,0,0.0,,[],Lomba Neto,1.4,155,48,False,None,4,1.08,a,6,6,8,2024-08-11,83.0,35,19,14,77994,869,83613,1962,0.4,2.2,Neto,0
0,2007-04-24,0,17,True,True,None,None,0,0.0,0,624773,4,,0,0,-2,2,1.3,331,166,2,7.83,None,,0,3,0.8,0.8,1,0.07,0.27,0.14,0.54,0.07,1.01,3.95,0.27,Estêvão,0.8,292,135,1,3.91,0,False,4.9,265,116,157,False,8.4,311,139,Estêvão,23,,None,63,53,37,p624773,0,0,2,0,,624773.jpg,1.0,395,190,False,-82,None,-15.2,"[{'offset': 0, 'projected_percent': '-19.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-36.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-53.9', 'likelihood': -3}]",1,0,30,False,0,0.0,,[],Almeida de Oliveira Gonçalves,0.7,215,67,False,None,0,0.0,a,1,6,8,2025-07-14,38.0,105,57,4,16204,290,83560,825,0.1,0.6,Estêvão,0
0,2004-08-08,0,0,True,True,None,None,0,0,0,463936,None,,0,0,-1,1,0.0,650,286,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamie,0.0,650,286,0,0,0,False,0.0,649,286,158,False,0.0,647,286,,0,,None,59,89,58,p463936,0,0,None,0,,463936.jpg,0.0,650,286,False,2,None,-93.8,"[{'offset': 0, 'projected_percent': '-91.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-82.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.8', 'likelihood': -3}]",0,0,241,False,0,0,,[],Bynoe-Gittens,0.0,547,225,False,None,0,0,a,0,6,8,2025-07-05,0.0,644,284,0,1007,28,2661,31,0.0,0.0,Gittens,0
0,2001-11-02,0,3,True,True,50,50,0,0.0,0,486672,None,,0,0,-2,2,0.1,377,186,0,0.0,None,,0,3,0.1,0.1,0,0.00,0.0,0.00,0.0,0.00,0.07,0.48,0.0,Moisés,0.2,406,190,0,0.0,0,False,0.0,619,265,159,False,0.0,614,263,Moisés Caicedo,13,Calf injury - 50% chance of playing,2026-08-30T16:00:08.393562Z,53,231,145,p486672,0,0,None,0,,486672.jpg,1.0,362,165,False,0,2026-09-25T13:30:10.038499Z,-0.0,"[{'offset': 0, 'projected_percent': '-0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '-0.0', 'likelihood': 0}]",0,0,62,False,0,0.0,https://www.chelseafc.com/en/news/article/xabi-alonso-on-competitive-monster-jordan-henderson-and-chelsea-absentees,[],Caicedo Corozo,1.1,171,54,False,None,0,0.0,d,0,6,8,2023-08-14,0.0,601,256,1,14710,72,274257,1865,0.0,0.2,Caicedo,0
0,2004-01-06,0,61,True,True,None,None,0,0.0,10,514356,None,,0,0,0,0,29.1,159,97,31,10.81,None,,0,3,2.2,2.2,0,0.11,0.04,0.86,0.3,0.75,5.06,1.77,0.26,Roméo,2.2,150,67,8,2.79,1,False,16.1,88,51,161,False,65.8,106,34,,258,,None,50,314,187,p514356,0,0,None,0,,514356.jpg,2.8,162,69,False,-93,None,5.0,"[{'offset': 0, 'projected_percent': '4.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '3.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.1', 'likelihood': 1}]",15,0,21,False,0,0.0,,[],Lavia,0.2,318,114,False,None,4,1.4,a,6,6,8,2023-08-18,66.0,53,34,11,25467,92,13717,607,0.4,2.2,Lavia,1
0,2005-03-14,0,0,False,True,0,0,0,0,0,491007,None,,0,0,0,0,0.0,485,198,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dário,0.0,510,206,0,0,0,False,0.0,490,193,163,False,0.0,485,191,Dário Essugo,0,Has joined RC Strasbourg on loan for the rest of the season,2026-09-02T16:20:41.865225Z,45,493,265,p491007,0,0,None,0,,491007.jpg,0.0,510,206,False,-20,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,173,False,0,0,,[],Luís Essugo,0.1,422,160,False,None,0,0,u,0,6,8,2025-06-02,0.0,441,170,0,2698,0,13862,150,0.0,0.0,D.Essugo,0
0,2007-04-30,0,5,True,True,100,100,0,0.0,1,593117,None,,0,0,-2,2,0.3,366,180,1,3.33,None,,0,3,0.4,0.4,1,0.01,0.03,0.04,0.13,0.03,1.29,4.3,0.1,Geovany,0.4,361,170,2,6.67,0,False,0.4,371,172,164,False,1.2,376,174,Geovany Quenda,27,,2026-07-24T20:30:10.609931Z,53,235,148,p593117,0,0,None,0,,593117.jpg,1.0,365,168,False,-5,None,-10.9,"[{'offset': 0, 'projected_percent': '-17.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-40.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-63.9', 'likelihood': -3}]",0,0,173,False,0,0.0,,[],Quenda,0.0,530,214,False,None,0,0.0,a,0,6,8,2026-06-15,2.0,309,151,2,847,15,3254,34,0.1,0.4,Quenda,0
3,2001-09-26,7,141,True,True,75,75,0,0.0,3,475168,None,,0,0,3,-3,90.0,34,1,9,2.25,None,,2,4,4.9,4.9,0,0.19,0.05,2.36,0.59,2.17,6.17,1.54,0.54,João Pedro,6.6,9,1,9,2.25,3,False,37.0,8,2,165,True,158.4,2,1,João Pedro,360,Knee injury - 75% chance of playing,2026-09-16T19:00:09.919929Z,78,14,4,p475168,1,0,None,0,,475168.jpg,8.2,6,1,False,-7891,None,-57.3,"[{'offset': 0, 'projected_percent': '-73.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-131.8', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-190.1', 'likelihood': -5}]",5,0,30,False,0,0.0,https://www.chelseafc.com/en/news/article/xabi-alonso-on-competitive-monster-jordan-henderson-and-chelsea-absentees,[],Junqueira de Jesus,68.1,2,2,False,None,4,1.0,d,1,6,8,2025-07-02,123.0,12,6,33,1523160,8419,1155426,82930,0.8,4.2,João Pedro,1
0,2006-01-04,0,0,False,True,0,0,0,0,0,499309,None,,0,0,0,0,0.0,602,66,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marc,0.0,608,67,0,0,0,False,0.0,600,64,168,False,0.0,595,61,,0,Has joined RB Leipzig permanently,2026-09-01T13:24:48.857362Z,50,308,58,p499309,0,0,None,0,,499309.jpg,0.0,608,67,False,-41,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,200,False,0,0,,[],Guiu Paz,0.2,330,53,False,None,0,0,u,0,6,8,2024-07-01,0.0,577,60,0,4102,0,32012,288,0.0,0.0,Marc Guiu,0
0,None,0,0,True,True,None,None,0,0,0,567119,None,,0,0,0,0,0.0,503,56,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Shumaira,0.0,528,57,0,0,0,False,0.0,509,54,169,False,0.0,504,51,,0,,None,45,514,73,p567119,0,0,None,0,,567119.jpg,0.0,528,57,False,33,None,3.8,"[{'offset': 0, 'projected_percent': '3.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.8', 'likelihood': 1}]",0,0,None,False,0,0,,[],Mheuka,0.5,255,42,False,None,0,0,a,0,6,8,None,0.0,460,50,0,28729,1008,22346,557,0.0,0.0,Mheuka,0
0,2003-02-03,0,0,True,True,0,0,0,0,0,503037,None,,0,0,0,0,0.0,604,67,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emmanuel,0.0,610,68,0,0,0,False,0.0,602,65,170,False,0.0,597,62,,0,Hamstring injury - Expected back 10 Oct,2026-09-09T15:00:09.063849Z,50,311,59,p503037,0,0,None,0,,503037.jpg,0.0,610,68,False,-22,None,-77.1,"[{'offset': 0, 'projected_percent': '-79.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-90.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-100.1', 'likelihood': -5}]",0,0,152,False,0,0,https://www.chelseafc.com/en/news/article/xabi-alonso-confirms-chelsea-team-news-for-hull-city,[],Emegha,0.1,399,59,False,None,0,0,i,0,6,8,2026-06-15,0.0,579,61,0,6008,8,11726,219,0.0,0.0,Emegha,0
1,2000-04-06,0,28,True,True,None,None,0,0.0,37,437499,None,,-1,1,-1,1,12.6,233,83,47,11.62,None,,0,2,2.6,2.6,3,0.22,0.05,0.37,0.09,0.15,7.93,1.96,0.04,Maxence,2.6,129,47,10,2.47,0,False,10.9,159,59,200,False,86.8,64,27,,364,,None,59,85,7,p437499,0,0,None,0,,437499.jpg,2.6,171,65,False,-558,None,-1.3,"[{'offset': 0, 'projected_percent': '-3.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-9.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.5', 'likelihood': -1}]",8,0,73,False,0,0.0,,[],Lacroix,6.9,55,21,False,None,4,0.99,a,10,6,8,2026-07-30,10.0,225,79,13,167760,1106,401751,6175,0.4,2.2,Lacroix,1
0,2005-07-31,0,0,True,True,None,None,0,0,0,549939,None,,0,0,-1,1,0.0,451,31,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mike,0.0,482,50,0,0,0,False,0.0,462,50,560,False,0.0,457,50,,0,,None,44,573,47,p549939,0,0,None,0,,549939.jpg,0.0,482,50,False,-6,None,0.0,"[{'offset': 0, 'projected_percent': '-1.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-29.3', 'likelihood': -2}]",0,0,21,False,0,0,,[],Penders,0.1,472,54,False,None,0,0,a,0,6,8,2024-08-27,0.0,400,27,0,1811,36,3378,58,0.0,0.0,Penders,0
0,2005-04-29,0,0,True,True,100,100,0,0,0,622758,None,,0,0,0,0,0.0,518,197,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aaron,0.0,543,200,0,0,0,False,0.0,524,197,561,False,0.0,519,197,,0,,2026-08-23T19:00:08.536705Z,45,537,137,p622758,0,0,None,0,,622758.jpg,0.0,543,200,False,0,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,10,False,0,0,,[],Anselmino,0.0,567,193,False,None,0,0,a,0,6,8,2024-08-08,0.0,477,192,0,775,18,1176,28,0.0,0.0,Anselmino,0
0,2004-07-23,0,29,True,True,None,None,0,0.0,4,543158,None,,0,0,-1,1,2.9,301,154,12,9.39,None,,0,3,0.6,0.6,2,0.11,0.09,0.18,0.14,0.07,2.83,2.21,0.05,Valentín,0.6,322,152,3,2.35,0,False,0.9,355,164,568,False,1.6,371,171,,115,,None,54,213,136,p543158,0,0,None,0,,543158.jpg,1.0,380,178,False,-8,None,-6.2,"[{'offset': 0, 'projected_percent': '-8.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-17.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-26.9', 'likelihood': -2}]",5,0,10,False,0,0.0,,[],Barco,0.1,387,143,False,None,1,0.78,a,3,6,8,2026-08-02,6.0,260,129,3,2993,70,6660,93,0.1,0.6,Barco,1
