name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Pedro Porro Sauceda,DEF,Spurs,1.8,0,1,28,1,3,35.8,4,499,0.06,0.09,0.03,0.92,28,0,0,5.5,13.2,2026-09-05T14:00:00Z,90,False,18,0,0,0,3,0,3,0,1176909,1,1,0,0,6.0,7,-179795,48390,228185,55,False,0
Walter Benítez,GK,Crystal Palace,0.4,0,0,0,0,0,0.0,0,199,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,11282,0,0,3,2,0.0,0,-646,648,1294,45,False,0
Jeremy Monga,MID,Man City,0.0,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,7,0,0,0,0,0,3,0,1321,0,0,0,1,0.0,0,-309,143,452,49,True,0
Moisés Caicedo Corozo,MID,Chelsea,0.1,0,0,0,0,0,0.0,0,159,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,192746,0,0,1,2,0.0,0,-88920,3231,92151,54,False,0
Mason Mount,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,430,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,2327,0,0,2,2,0.0,0,-530,60,590,54,False,0
Lewis Cook,MID,Bournemouth,1.4,0,0,2,0,1,0.3,1,71,0.00,0.00,0.00,0.23,27,1,0,0.0,0.0,2026-09-05T11:30:00Z,14,False,17,0,0,0,0,0,3,0,23118,0,0,2,2,0.0,1,2757,6600,3843,50,False,0
Kobbie Mainoo,MID,Man Utd,3.6,1,2,32,0,3,24.5,15,432,0.07,0.07,0.00,0.92,30,1,0,5.9,34.2,2026-09-06T13:00:00Z,83,False,9,0,0,0,10,0,3,0,117218,1,2,2,2,0.0,9,6351,19482,13131,55,False,0
Nordi Mukiele,DEF,Sunderland,2.6,0,0,16,0,10,5.0,14,533,0.02,0.02,0.00,1.21,22,1,0,3.7,32.4,2026-09-05T14:00:00Z,90,False,4,0,0,0,6,0,3,0,247977,1,4,1,1,0.0,4,-3387,21418,24805,55,False,0
Sean Steur,MID,Newcastle,1.6,0,0,3,0,1,0.5,2,462,0.00,0.00,0.00,0.04,27,0,0,0.3,2.0,2026-09-05T11:30:00Z,13,False,3,0,0,0,1,0,3,0,8925,0,0,2,2,0.0,1,-1763,584,2347,50,True,0
El Hadji Malick Diouf,DEF,Brentford,0.5,0,0,0,0,0,0.0,0,620,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,20,0,0,0,0,0,3,0,10083,0,0,1,1,0.0,0,6560,9542,2982,45,True,0
Shumaira Mheuka,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,169,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,43546,0,0,1,2,0.0,0,2681,8439,5758,45,False,0
David Raya Martín,GK,Arsenal,6.0,0,0,15,0,2,0.0,0,1,0.01,0.01,0.00,0.39,29,1,0,2.9,28.8,2026-09-06T15:30:00Z,90,False,6,0,0,0,11,0,3,4,3887669,1,0,1,2,0.0,3,-23780,204948,228728,60,True,0
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,49,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,11,0,0,0,0,0,3,0,211,0,0,0,0,0.0,0,-63,0,63,50,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.6,0,0,0,0,0,0.0,0,488,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,19,0,0,0,0,0,3,0,60777,0,0,0,0,0.0,0,-26662,1817,28479,49,True,0
John Victor Maciel Furtado,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,468,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,19,0,0,0,0,0,3,0,6270,0,0,0,0,0.0,0,-392,259,651,45,True,0
Caleb Yirenkyi,MID,Coventry City,1.2,0,0,4,0,2,0.3,6,575,0.00,0.00,0.00,0.95,26,0,0,0.1,1.0,2026-09-05T14:00:00Z,27,False,15,0,0,0,4,0,3,0,20321,0,0,0,1,0.0,1,-3438,778,4216,50,False,0
Darío Osorio,MID,Crystal Palace,0.3,0,0,2,0,0,0.3,1,647,0.00,0.00,0.00,0.13,24,0,0,0.2,2.0,2026-09-05T14:00:00Z,1,False,10,0,0,0,0,0,3,0,535,0,1,3,2,0.0,1,411,461,50,55,False,0
Noni Madueke,MID,Arsenal,0.4,0,0,3,0,0,0.8,1,16,0.01,0.01,0.00,0.00,29,0,0,0.3,2.2,2026-09-06T15:30:00Z,1,False,6,0,0,0,0,0,3,0,24885,0,1,1,2,0.0,1,-6797,1276,8073,63,True,0
Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,0,0,0.0,0,601,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,13933,0,0,0,0,0.0,0,2301,4467,2166,45,False,0
Miguel Brau,DEF,Coventry City,0.0,0,0,0,0,0,0.0,0,181,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,15,0,0,0,0,0,3,0,3074,0,0,0,1,0.0,0,-956,19,975,40,False,0
Nico Elvedi,DEF,Leeds,1.4,0,0,12,0,10,21.1,10,598,0.57,0.57,0.00,2.19,23,1,0,5.5,27.6,2026-09-05T14:00:00Z,90,False,5,0,0,0,0,0,3,0,2951,1,0,1,1,6.0,4,201,729,528,45,False,0
Federico Chiesa,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,370,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,6728,0,0,2,0,0.0,0,-4196,50,4246,54,False,0
Aaron Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,561,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,1971,0,0,1,2,0.0,0,-49,225,274,45,False,0
Carlos Alcaraz Durán,MID,Everton,0.2,0,0,0,0,0,0.0,0,243,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,16,0,0,0,0,0,3,0,8638,0,0,2,2,0.0,0,-1124,815,1939,50,True,0
Emiliano Buendía Stati,MID,Aston Villa,4.2,0,0,2,1,0,10.8,2,41,0.05,0.66,0.61,0.22,25,0,0,1.4,0.0,2026-09-05T16:30:00Z,74,False,11,0,0,0,2,0,3,0,128636,1,0,0,0,7.0,3,-3519,20598,24117,60,False,0
Lewis Hall,DEF,Newcastle,6.0,1,0,20,0,5,13.4,6,449,0.01,0.02,0.01,1.35,27,2,0,4.4,28.0,2026-09-05T11:30:00Z,89,False,3,0,0,0,13,0,3,0,1101917,1,1,2,2,3.0,4,496570,576636,80066,51,True,0
Lisandro Martínez,DEF,Man Utd,1.2,0,0,7,0,10,0.3,10,419,0.00,0.00,0.00,1.01,30,2,0,2.9,29.0,2026-09-06T13:00:00Z,90,False,9,0,0,0,2,0,3,0,128156,1,0,2,2,0.0,3,-9944,8174,18118,50,False,0
Chris Rigg,MID,Sunderland,0.4,0,0,0,0,0,0.0,0,548,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,5751,0,0,1,1,0.0,0,-719,143,862,50,False,0
Wellity Lucky,DEF,Liverpool,0.0,0,0,0,0,0,0.0,0,361,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,13766,0,0,2,0,0.0,0,-8,1420,1428,40,False,0
Thierno Barry,FWD,Everton,4.0,0,0,7,0,0,15.0,4,249,0.02,0.40,0.38,0.69,30,2,0,3.9,0.2,2026-09-06T13:00:00Z,90,False,16,0,0,0,4,0,3,0,501671,1,0,2,2,24.0,2,104566,195909,91343,55,True,0
Declan Rice,MID,Arsenal,4.0,1,0,22,0,5,19.9,6,13,0.08,0.11,0.03,0.39,29,1,0,5.6,33.8,2026-09-06T15:30:00Z,90,False,6,0,0,0,1,0,3,0,1465517,1,0,1,2,2.0,5,-227106,21785,248891,75,True,0
Jean-Mattéo Bahoya,MID,Leeds,0.0,0,0,0,0,0,0.0,0,648,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,1030,0,0,1,1,0.0,0,819,1015,196,50,False,0
Bendito Mantato,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,437,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,18885,0,0,2,2,0.0,0,-934,1762,2696,45,False,0
Adam Wharton,MID,Crystal Palace,2.0,0,0,10,0,7,2.8,8,210,0.01,0.01,0.00,3.14,24,2,0,2.0,14.8,2026-09-05T14:00:00Z,90,False,10,0,0,0,0,0,3,0,89835,1,1,3,2,2.0,2,-3644,10076,13720,55,False,0
Matthijs de Ligt,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,416,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,2390,0,0,2,2,0.0,0,-367,96,463,50,False,0
Diego Gómez Amarilla,MID,Brighton,4.8,0,0,13,0,2,26.4,9,127,0.05,0.14,0.09,2.49,23,1,0,7.2,15.2,2026-09-05T14:00:00Z,90,False,13,0,0,0,4,0,3,0,525464,1,3,1,1,30.0,2,117389,177501,60112,50,True,0
Joël Piroe,FWD,Leeds,0.0,0,0,0,0,0,0.0,0,348,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,8831,0,0,1,1,0.0,0,-2945,0,2945,50,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,219,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,553,0,0,3,2,0.0,0,-60,51,111,50,False,0
Tyler Dibling,MID,Everton,0.2,0,0,0,0,0,0.0,0,245,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,16,0,0,0,0,0,3,0,3219,0,0,2,2,0.0,0,-512,356,868,54,True,0
Tyler Fletcher,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,438,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,32226,0,0,2,2,0.0,0,-2436,1884,4320,45,False,0
Benoît Badiashile Mukinayi,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,146,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,1405,0,0,1,2,0.0,0,-719,0,719,45,False,0
Michael Zetterer,GK,Leeds,0.0,0,0,0,0,0,0.0,0,629,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,37143,0,0,1,1,0.0,0,11967,13274,1307,40,False,0
Jahnoah Markelo,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,196,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,15,0,0,0,0,0,3,0,929,0,0,0,1,0.0,0,-296,0,296,50,False,0
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,215,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,914,0,0,3,2,0.0,0,-275,63,338,50,False,0
Bafodé Diakité,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,62,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2026-09-05T11:30:00Z,0,False,17,0,0,0,0,0,3,0,18773,0,0,2,2,0.0,0,-2153,1710,3863,50,False,0
Yehor Yarmoliuk,MID,Brentford,1.8,0,0,1,0,1,3.4,5,102,0.02,0.05,0.03,1.36,22,1,0,0.8,2.4,2026-09-05T14:00:00Z,45,False,20,0,0,0,3,0,3,0,93335,0,1,1,1,2.0,0,-18230,1076,19306,49,True,1
Igor Jesus Maciel da Cruz,FWD,Nott'm Forest,2.2,0,0,3,0,0,0.4,1,491,0.00,0.00,0.00,0.26,28,0,0,0.2,1.2,2026-09-05T14:00:00Z,31,False,19,0,0,0,0,0,3,0,307784,0,1,0,0,0.0,1,-56312,25411,81723,59,True,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,218,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,6155,0,0,3,2,0.0,0,-336,984,1320,49,False,0
Robert Lynch Sánchez,GK,Chelsea,0.0,0,0,0,0,0,0.0,0,140,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,130954,0,0,1,2,0.0,0,-82439,1923,84362,49,False,0
Tyrone Mings,DEF,Aston Villa,2.0,0,0,28,1,4,4.4,5,33,0.02,0.13,0.11,0.57,25,0,0,3.2,14.8,2026-09-05T16:30:00Z,90,False,11,0,0,0,2,0,3,0,38099,1,1,0,0,13.0,6,-2214,2622,4836,45,False,0
Triston Rowe,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,606,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,11,0,0,0,0,0,3,0,18767,0,0,0,0,0.0,0,4717,6400,1683,40,False,0
Florentino Ibrain Morris Luís,MID,Ipswich Town,0.4,0,0,0,0,0,0.0,0,571,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,14,0,0,0,0,0,3,0,9821,0,0,2,0,0.0,0,-2128,223,2351,49,True,0
Sam Szmodics,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,319,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,14,0,0,0,0,0,3,0,427,0,0,2,0,0.0,0,-191,0,191,50,True,0
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0,0.0,0,624,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,13,0,0,0,0,0,3,0,111,0,0,1,1,0.0,0,61,117,56,50,True,0
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,376,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,148,0,0,2,0,0.0,0,-32,11,43,50,False,0
Harvey Cartwright,GK,Hull City,0.0,0,0,0,0,0,0.0,0,275,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,816,0,0,0,0,0.0,0,-83,0,83,40,True,0
Mason Burstow,FWD,Hull City,0.0,0,0,0,0,0,0.0,0,299,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,4321,0,0,0,0,0.0,0,-778,0,778,45,True,0
Christos Mouzakitis,MID,Hull City,0.0,0,0,0,0,0,0.0,0,645,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,288,0,0,0,0,0.0,0,186,210,24,50,True,0
Simon Adingra,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,4340,0,0,1,1,0.0,0,-1749,187,1936,49,False,0
Daniel James,MID,Leeds,0.4,0,0,0,0,0,0.0,0,343,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,11657,0,0,1,1,0.0,0,-692,1599,2291,50,False,0
Kieran Dowell,MID,Hull City,0.0,0,0,0,0,0,0.0,0,288,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,37923,0,0,0,0,0.0,0,-165,5767,5932,45,True,0
James Trafford,GK,Leeds,3.6,0,0,18,0,2,0.0,0,385,0.00,0.00,0.00,2.19,23,1,0,3.5,34.8,2026-09-05T14:00:00Z,90,False,5,0,0,0,11,0,3,4,532682,1,0,1,1,0.0,3,32677,81497,48820,50,False,0
Jaydee Canvot,DEF,Crystal Palace,0.4,0,0,4,0,7,1.9,9,203,0.00,0.00,0.00,3.14,24,2,0,1.5,13.0,2026-09-05T14:00:00Z,90,False,10,0,0,0,2,0,3,0,25628,1,2,3,2,0.0,1,-4057,1708,5765,49,False,0
Melker Ellborg,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,531,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,8803,0,0,1,1,0.0,0,-546,405,951,45,False,0
James Justin,DEF,Leeds,3.6,0,0,9,0,7,1.5,10,332,0.00,0.14,0.14,2.19,23,1,0,3.9,16.8,2026-09-05T14:00:00Z,90,False,5,0,0,0,4,0,3,0,150950,1,3,1,1,21.0,4,14204,35632,21428,45,False,0
Arthur Masuaku,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,540,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,17428,0,0,1,1,0.0,0,-3070,0,3070,40,False,0
Iliman Ndiaye,MID,Man City,3.4,0,0,12,1,1,17.9,5,237,0.04,0.06,0.02,1.35,26,0,0,3.5,7.0,2026-09-05T14:00:00Z,86,False,7,0,0,0,2,0,3,0,1152171,1,2,0,1,10.0,3,-391471,81681,473152,60,True,0
Macaulay Zepa,MID,Fulham,0.0,0,0,0,0,0,0.0,0,626,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,8,0,0,0,0,0,3,0,40392,0,0,3,2,0.0,0,17179,22010,4831,45,True,0
Rayan Vitor Simplício Rocha,MID,Bournemouth,1.6,0,0,8,0,1,0.9,2,67,0.01,0.05,0.04,0.66,27,2,0,1.3,1.6,2026-09-05T11:30:00Z,88,False,17,0,0,0,0,0,3,0,230133,1,1,2,2,10.0,2,-48316,11708,60024,65,False,0
Joachim Andersen,DEF,Fulham,0.4,0,0,8,0,5,22.9,7,253,0.06,0.06,0.00,1.97,24,3,0,5.3,24.4,2026-09-05T14:00:00Z,90,False,8,0,0,0,7,0,3,0,15474,1,2,3,2,6.0,1,3704,5842,2138,50,True,0
Jayden Bogle,DEF,Leeds,7.4,0,3,30,1,2,1.7,2,330,0.02,0.92,0.90,0.24,23,0,1,7.0,35.4,2026-09-05T14:00:00Z,60,False,5,0,0,0,0,0,3,0,54984,1,0,1,1,33.0,14,-432,5089,5521,45,False,1
Joshua Zirkzee,FWD,Man Utd,0.2,0,0,0,0,0,0.0,0,440,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,47734,0,0,2,2,0.0,0,-7291,5615,12906,54,False,0
Cameron Humphreys,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,602,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,14,0,0,0,0,0,3,0,4148,0,0,2,0,0.0,0,382,1586,1204,45,True,0
Promise David,FWD,Brighton,0.2,0,0,-7,0,0,0.0,0,594,0.00,0.42,0.42,0.10,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,13,False,13,0,0,0,0,0,3,0,25799,0,0,1,1,4.0,0,-1278,4444,5722,60,True,1
Dan Ndoye,MID,Nott'm Forest,2.8,0,0,5,0,0,0.3,5,483,0.00,0.00,0.00,0.81,28,0,0,0.1,0.4,2026-09-05T14:00:00Z,58,False,19,0,0,0,4,0,3,0,73790,1,1,0,0,0.0,1,22451,33732,11281,55,True,0
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,528,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,178567,0,0,0,0,0.0,0,-5408,29341,34749,45,False,0
Alex Iwobi,MID,Fulham,1.8,0,0,15,0,0,23.7,4,261,0.26,0.30,0.04,1.97,24,3,0,4.2,7.6,2026-09-05T14:00:00Z,82,False,8,0,0,0,3,0,3,0,88922,1,1,3,2,11.0,2,-9517,7354,16871,55,True,0
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,0,0,0.0,0,521,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,912,0,0,0,0,0.0,0,-90,87,177,65,False,0
Taiwo Awoniyi,FWD,Coventry City,0.0,0,0,6,0,2,10.3,5,492,0.00,0.31,0.31,1.17,26,1,0,1.7,3.6,2026-09-05T14:00:00Z,70,False,15,0,0,0,3,0,3,0,69494,1,0,0,1,3.0,2,-13314,4842,18156,55,False,0
Yankuba Minteh,MID,Brighton,0.0,0,0,0,0,0,0.0,0,122,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,13,0,0,0,0,0,3,0,4472,0,0,1,1,0.0,0,-1839,87,1926,59,True,0
Julio Soler Barreto,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,66,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2026-09-05T11:30:00Z,0,False,17,0,0,0,0,0,3,0,30657,0,0,2,2,0.0,0,3691,6046,2355,40,False,0
Morgan Rogers,MID,Chelsea,5.8,0,0,22,0,0,13.6,5,40,0.03,0.11,0.08,2.05,29,2,1,6.0,30.2,2026-09-06T15:30:00Z,86,False,1,0,0,0,5,0,3,0,2472597,1,0,1,2,16.0,6,-110434,211550,321984,75,False,1
Exequiel Palacios,MID,Ipswich Town,2.8,0,0,24,0,3,22.5,19,619,0.02,0.02,0.00,0.69,21,2,0,4.3,20.2,2026-09-04T19:00:00Z,77,False,14,0,0,0,12,0,3,0,1551,1,4,2,0,0.0,4,979,1326,347,50,True,0
Tosin Adarabioyo,DEF,Spurs,0.2,0,0,0,0,0,0.0,0,147,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,17692,0,0,0,0,0.0,0,-2004,553,2557,45,False,0
Malo Gusto,DEF,Chelsea,0.8,0,0,4,0,0,3.4,2,144,0.01,0.05,0.04,0.14,29,0,0,0.7,3.0,2026-09-06T15:30:00Z,30,False,1,0,0,0,2,0,3,0,116347,0,2,1,2,1.0,1,-11595,9926,21521,50,False,0
Haji Wright,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,15,0,0,0,0,0,3,0,10607,0,0,0,1,0.0,0,-3102,246,3348,54,False,0
Melvin Bard,DEF,Leeds,0.3,0,0,0,0,0,0.0,0,641,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,242,0,0,1,1,0.0,0,149,177,28,45,False,0
Đorđe Petrović,GK,Bournemouth,1.4,0,0,0,0,1,0.0,0,57,0.00,0.00,0.00,0.71,27,2,0,0.3,3.4,2026-09-05T11:30:00Z,90,False,17,0,0,0,8,0,3,0,349425,1,0,2,2,0.0,1,11030,45982,34952,45,False,0
Gonzalo García,FWD,Fulham,2.4,0,0,10,0,3,14.0,7,569,0.20,0.64,0.44,1.97,24,3,0,5.9,5.8,2026-09-05T14:00:00Z,90,False,8,0,0,0,3,0,3,0,490355,1,1,3,2,39.0,2,49426,128611,79185,60,True,0
Takehiro Tomiyasu,DEF,Crystal Palace,0.4,0,0,0,0,0,0.0,0,577,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,33461,0,0,3,2,0.0,0,-2052,1378,3430,45,False,0
Mohamed-Ali Cho,MID,Hull City,2.2,0,0,5,0,0,0.0,0,617,0.00,0.05,0.05,0.00,25,0,0,2.0,3.0,2026-09-05T16:30:00Z,8,False,2,0,0,0,0,0,3,0,871,0,0,0,0,17.0,1,482,671,189,50,True,0
Marc Guiu Paz,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,168,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,33721,0,0,1,2,0.0,0,-10863,1924,12787,50,False,0
Mamadou Sarr,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,150,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,4381,0,0,1,2,0.0,0,-3325,24,3349,45,False,0
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,476,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,19,0,0,0,0,0,3,0,23523,0,0,0,0,0.0,0,-858,1258,2116,40,True,0
Lukas Nmecha,FWD,Leeds,1.2,0,0,2,0,0,1.8,0,347,0.14,0.31,0.17,1.32,23,0,0,0.9,0.0,2026-09-05T14:00:00Z,17,False,5,0,0,0,0,0,3,0,50649,0,0,1,1,9.0,1,-3112,5427,8539,55,False,0
Sean Longstaff,MID,Leeds,0.4,0,0,0,0,0,0.0,0,339,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,10952,0,0,1,1,0.0,0,-1965,639,2604,50,False,0
Pedro Lomba Neto,MID,Chelsea,2.8,0,0,10,0,2,23.8,7,156,0.03,0.06,0.03,2.05,29,2,0,4.4,6.2,2026-09-06T15:30:00Z,80,False,1,0,0,0,4,0,3,0,130367,1,1,1,2,14.0,2,2299,21878,19579,65,False,0
Benjamin Sesko,FWD,Man Utd,1.6,0,0,28,0,0,0.2,0,439,0.00,0.29,0.29,0.36,30,2,1,5.2,31.2,2026-09-06T13:00:00Z,20,False,9,0,0,0,0,0,3,0,161952,0,0,2,2,21.0,5,-32919,15581,48500,70,False,0
Ethan Ampadu,MID,Leeds,3.2,0,0,13,0,6,1.3,11,338,0.01,0.01,0.00,2.19,23,1,0,2.5,23.6,2026-09-05T14:00:00Z,90,False,5,0,0,0,1,0,3,0,117203,1,4,1,1,0.0,2,-15707,3562,19269,55,False,0
