name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Walter Benítez,GK,Crystal Palace,0.4,0,0,0,0,0,0.0,0,199,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,15,0,0,0,0,0,2,0,11403,0,0,4,1,0.0,0,-908,468,1376,45,True,0
Jeremy Monga,MID,Man City,0.0,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,8,0,0,0,0,0,2,0,1523,0,0,4,1,0.0,0,-207,76,283,50,False,0
Moisés Caicedo Corozo,MID,Chelsea,0.1,0,0,3,0,0,0.1,0,159,0.00,0.00,0.00,0.07,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,13,False,5,0,0,0,0,0,2,0,282404,0,0,3,4,0.0,1,-88842,9481,98323,55,True,0
Mason Mount,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,430,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,2752,0,0,2,5,0.0,0,-660,35,695,55,True,0
Lewis Cook,MID,Bournemouth,1.4,0,0,13,1,0,12.8,2,71,0.01,0.01,0.00,1.67,12,0,0,1.7,3.8,2026-08-29T14:00:00Z,68,False,9,0,0,0,2,0,2,0,18237,1,0,1,1,0.0,3,1552,3259,1707,50,True,0
Kobbie Mainoo,MID,Man Utd,3.6,0,0,25,0,2,7.2,15,432,0.27,0.41,0.14,1.06,18,1,0,3.1,15.2,2026-08-30T15:30:00Z,79,False,12,0,0,0,10,0,2,0,93316,1,3,2,5,9.0,4,-10233,3460,13693,55,True,0
Nordi Mukiele,DEF,Sunderland,2.6,0,1,28,1,17,8.0,19,533,0.01,0.01,0.00,0.95,19,0,0,5.3,42.6,2026-08-30T13:00:00Z,90,False,10,0,0,0,4,0,2,0,244003,1,2,0,1,2.0,9,-32999,5588,38587,55,True,0
Sean Steur,MID,Newcastle,1.6,0,0,4,0,3,0.0,3,462,0.00,0.00,0.00,0.38,15,0,0,0.5,5.0,2026-08-29T16:30:00Z,19,False,19,0,0,0,0,0,2,0,10539,0,0,2,0,0.0,1,-238,762,1000,50,False,0
El Hadji Malick Diouf,DEF,Brentford,0.5,0,0,0,0,0,0.0,0,620,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,13,0,0,0,0,0,2,0,817,0,0,1,1,0.0,0,563,600,37,45,False,0
Shumaira Mheuka,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,169,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,34265,0,0,3,4,0.0,0,-1480,2929,4409,45,True,0
David Raya Martín,GK,Arsenal,6.0,0,0,21,1,1,0.0,0,1,0.00,0.00,0.00,0.33,20,0,0,0.6,5.6,2026-08-31T19:00:00Z,90,False,2,0,0,0,11,0,2,0,3801300,1,0,1,0,0.0,6,24756,106734,81978,60,False,0
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,49,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,271,0,0,1,0,0.0,0,-120,0,120,50,True,0
Ibrahim Sangaré,MID,Nott'm Forest,0.6,0,0,0,0,0,0.0,0,488,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,14,0,0,0,0,0,2,0,88298,0,0,2,2,0.0,0,-15127,2850,17977,50,False,0
John Victor Maciel Furtado,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,468,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,14,0,0,0,0,0,2,0,6338,0,0,2,2,0.0,0,-288,178,466,45,False,0
Caleb Yirenkyi,MID,Coventry City,1.2,0,0,17,1,3,16.0,7,575,0.13,0.16,0.03,0.02,13,0,0,3.2,9.4,2026-08-29T14:00:00Z,70,False,11,0,0,0,4,0,2,0,23711,1,0,1,0,7.0,3,-1578,997,2575,50,True,0
Noni Madueke,MID,Arsenal,0.4,0,0,0,0,0,0.0,0,16,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,2,0,0,0,0,0,2,0,29476,0,0,1,0,0.0,0,-6819,1412,8231,64,False,0
Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,0,0,0.0,0,601,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,7704,0,0,2,0,0.0,0,2052,2636,584,45,True,0
Miguel Brau,DEF,Coventry City,0.0,0,0,0,0,0,0.0,0,181,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,11,0,0,0,0,0,2,0,4079,0,0,1,0,0.0,0,-82,256,338,40,True,0
Nico Elvedi,DEF,Leeds,1.4,0,0,9,0,5,1.1,6,598,0.00,0.00,0.00,1.32,17,1,0,2.3,16.0,2026-08-30T13:00:00Z,56,False,4,0,0,0,4,0,2,0,2511,0,1,1,1,6.0,1,75,354,279,45,True,0
Federico Chiesa,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,370,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,10863,0,0,2,2,0.0,0,-2965,585,3550,55,True,0
Aaron Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,561,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,1737,0,0,3,4,0.0,0,-324,122,446,45,True,0
Carlos Alcaraz Durán,MID,Everton,0.2,0,0,-2,0,0,0.5,0,243,0.02,0.05,0.03,0.00,12,0,0,0.5,0.0,2026-08-29T14:00:00Z,4,False,3,0,0,0,0,0,2,0,9333,0,0,1,1,8.0,0,-385,753,1138,50,False,1
Emiliano Buendía Stati,MID,Aston Villa,4.2,0,0,9,0,0,13.2,5,41,0.02,0.06,0.04,1.04,20,1,0,2.7,5.0,2026-08-31T19:00:00Z,90,False,1,0,0,0,4,0,2,0,114718,1,1,1,0,9.0,2,-16866,5020,21886,60,True,0
Lewis Hall,DEF,Newcastle,6.0,0,3,52,1,11,27.3,13,449,0.31,0.34,0.03,1.12,15,0,0,7.0,39.0,2026-08-29T16:30:00Z,90,False,19,0,0,0,6,0,2,0,411061,1,2,2,0,4.0,11,33265,52701,19436,50,False,0
Lisandro Martínez,DEF,Man Utd,1.2,0,0,2,0,0,1.8,0,419,0.06,0.09,0.03,2.06,18,2,0,1.0,4.8,2026-08-30T15:30:00Z,90,False,12,0,0,0,6,0,2,0,127444,1,0,2,5,3.0,1,-12800,6775,19575,50,True,0
Chris Rigg,MID,Sunderland,0.4,0,0,3,0,0,0.0,0,548,0.00,0.00,0.00,0.34,19,0,0,0.0,0.0,2026-08-30T13:00:00Z,7,False,10,0,0,0,0,0,2,0,6409,0,0,0,1,0.0,1,-521,99,620,50,True,0
Wellity Lucky,DEF,Liverpool,0.0,0,0,0,0,0,0.0,0,361,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,11947,0,0,2,2,0.0,0,-529,608,1137,40,True,0
Thierno Barry,FWD,Everton,4.0,0,0,6,0,2,11.7,3,249,0.00,1.48,1.48,0.58,12,1,0,8.0,10.0,2026-08-29T14:00:00Z,69,False,3,0,0,0,1,0,2,0,352239,1,0,1,1,58.0,2,127837,150265,22428,55,False,0
Declan Rice,MID,Arsenal,4.0,0,0,19,1,2,27.6,12,13,0.10,0.10,0.00,0.33,20,0,0,5.2,24.0,2026-08-31T19:00:00Z,84,False,2,0,0,0,7,0,2,0,1662633,1,3,1,0,0.0,5,-122235,35487,157722,75,False,0
Bendito Mantato,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,437,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,17670,0,0,2,5,0.0,0,-1410,961,2371,45,True,0
Adam Wharton,MID,Crystal Palace,2.0,0,0,21,0,0,24.7,7,210,0.07,0.07,0.00,2.21,11,4,0,4.1,16.2,2026-08-28T19:00:00Z,90,False,15,0,0,0,3,0,2,0,88998,1,4,4,1,0.0,2,-1090,6710,7800,55,True,0
Matthijs de Ligt,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,416,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,2498,0,0,2,5,0.0,0,-381,117,498,50,True,0
Diego Gómez Amarilla,MID,Brighton,4.8,1,0,15,0,1,20.3,5,127,0.17,0.55,0.38,2.93,16,4,0,6.7,4.6,2026-08-30T13:00:00Z,90,False,6,0,0,0,2,0,2,0,380491,1,2,3,4,42.0,5,7080,23952,16872,50,False,0
Joël Piroe,FWD,Leeds,0.0,0,0,0,0,0,0.0,0,348,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,4,0,0,0,0,0,2,0,11733,0,0,1,1,0.0,0,-5351,0,5351,50,True,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,219,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,15,0,0,0,0,0,2,0,578,0,0,4,1,0.0,0,-51,39,90,50,True,0
Tyler Dibling,MID,Everton,0.2,0,0,0,0,0,0.0,0,245,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,3,0,0,0,0,0,2,0,3529,0,0,1,1,0.0,0,-550,201,751,55,False,0
Tyler Fletcher,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,438,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,32667,0,0,2,5,0.0,0,-2656,1328,3984,45,True,0
Benoît Badiashile Mukinayi,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,146,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,2126,0,0,3,4,0.0,0,-568,232,800,45,True,0
Jahnoah Markelo,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,196,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,11,0,0,0,0,0,2,0,1206,0,0,1,0,0.0,0,-590,0,590,50,True,0
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,215,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,15,0,0,0,0,0,2,0,1141,0,0,4,1,0.0,0,-107,69,176,50,True,0
Bafodé Diakité,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,62,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,9,0,0,0,0,0,2,0,19940,0,0,1,1,0.0,0,401,2722,2321,50,True,0
Yehor Yarmoliuk,MID,Brentford,1.8,0,0,4,0,0,12.5,0,102,0.01,0.01,0.00,1.32,17,1,0,2.0,3.0,2026-08-30T13:00:00Z,21,False,13,0,0,0,0,0,2,0,112295,0,0,1,1,4.0,1,-12434,745,13179,50,False,0
Igor Jesus Maciel da Cruz,FWD,Nott'm Forest,2.2,0,0,4,0,3,13.3,5,491,0.04,0.78,0.74,1.75,14,2,0,6.0,8.6,2026-08-29T11:30:00Z,90,False,14,0,0,0,1,0,2,0,361702,1,1,2,2,38.0,1,-48313,10237,58550,60,False,1
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,218,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,15,0,0,0,0,0,2,0,6115,0,0,4,1,0.0,0,-811,248,1059,50,True,0
Robert Lynch Sánchez,GK,Chelsea,0.0,0,0,0,0,0,0.0,0,140,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,217448,0,0,3,4,0.0,0,-18267,8924,27191,50,True,0
Tyrone Mings,DEF,Aston Villa,2.0,0,0,0,0,0,0.0,0,33,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,38144,0,0,1,0,0.0,0,-254,3253,3507,45,True,0
Triston Rowe,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,606,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,False,1,0,0,0,0,0,2,0,5947,0,0,1,0,0.0,0,1314,1560,246,40,True,0
Florentino Ibrain Morris Luís,MID,Ipswich Town,0.4,0,0,0,0,0,0.0,0,571,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,16,0,0,0,0,0,2,0,11870,0,0,2,5,0.0,0,-1993,214,2207,50,False,0
Sam Szmodics,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,319,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,16,0,0,0,0,0,2,0,615,0,0,2,5,0.0,0,-409,0,409,50,False,0
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0,0.0,0,624,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,6,0,0,0,0,0,2,0,0,0,0,3,4,0.0,0,0,0,0,50,False,0
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,376,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,173,0,0,2,2,0.0,0,-21,8,29,50,True,0
Harvey Cartwright,GK,Hull City,0.0,0,0,0,0,0,0.0,0,275,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,909,0,0,1,0,0.0,0,-111,0,111,40,False,0
Mason Burstow,FWD,Hull City,0.0,0,0,0,0,0,0.0,0,299,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,5122,0,0,1,0,0.0,0,-1210,0,1210,45,False,0
Simon Adingra,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,10,0,0,0,0,0,2,0,6042,0,0,0,1,0.0,0,-3506,53,3559,50,True,0
Daniel James,MID,Leeds,0.4,0,0,2,0,0,1.1,2,343,0.01,0.25,0.24,0.93,17,0,0,1.1,0.0,2026-08-30T13:00:00Z,22,False,4,0,0,0,2,0,2,0,11703,0,0,1,1,12.0,1,-873,863,1736,50,True,0
Kieran Dowell,MID,Hull City,0.0,0,0,0,0,0,0.0,0,288,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,7,0,0,0,0,0,2,0,35966,0,0,1,0,0.0,0,-2542,1716,4258,45,False,0
James Trafford,GK,Leeds,3.6,0,0,20,0,0,0.0,0,385,0.00,0.00,0.00,1.67,17,1,0,3.8,37.6,2026-08-30T13:00:00Z,90,False,4,0,0,0,11,0,2,4,437245,1,0,1,1,0.0,3,48690,63794,15104,50,True,0
Jaydee Canvot,DEF,Crystal Palace,0.4,0,0,-1,0,6,0.5,7,203,0.00,0.00,0.00,2.21,11,4,0,2.3,22.8,2026-08-28T19:00:00Z,90,False,15,0,0,0,1,0,2,0,29914,1,1,4,1,0.0,0,-3200,821,4021,50,True,0
Melker Ellborg,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,531,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,10,0,0,0,0,0,2,0,8877,0,0,0,1,0.0,0,-645,209,854,45,True,0
James Justin,DEF,Leeds,3.6,0,0,12,0,6,11.8,8,332,0.01,0.04,0.03,1.67,17,1,0,4.5,24.6,2026-08-30T13:00:00Z,90,False,4,0,0,0,3,0,2,0,121554,1,2,1,1,9.0,2,34143,43534,9391,45,True,0
Arthur Masuaku,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,540,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,10,0,0,0,0,0,2,0,20421,0,0,0,1,0.0,0,-4868,0,4868,40,True,0
Iliman Ndiaye,MID,Everton,3.4,0,0,16,0,5,14.5,13,237,0.07,0.09,0.02,2.16,12,1,0,3.7,12.6,2026-08-29T14:00:00Z,90,False,3,0,0,0,7,0,2,0,1595715,1,1,1,1,10.0,4,62668,122688,60020,60,False,0
Macaulay Zepa,MID,Fulham,0.0,0,0,0,0,0,0.0,0,626,0.00,0.00,0.00,0.00,19,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,20,0,0,0,0,0,2,0,0,0,0,0,1,0.0,0,0,0,0,45,False,0
Rayan Vitor Simplício Rocha,MID,Bournemouth,1.6,0,0,4,0,1,3.5,5,67,0.02,0.42,0.40,1.84,12,1,0,5.6,8.6,2026-08-29T14:00:00Z,90,False,9,0,0,0,3,0,2,0,276541,1,1,1,1,44.0,2,1501,23680,22179,65,True,0
Joachim Andersen,DEF,Fulham,0.4,0,0,4,0,8,12.9,8,253,0.04,0.04,0.00,2.02,19,1,0,3.3,17.8,2026-08-30T13:00:00Z,90,False,20,0,0,0,2,0,2,0,7735,1,0,0,1,2.0,1,1684,2314,630,50,False,1
Jayden Bogle,DEF,Leeds,7.4,0,0,9,0,5,11.3,7,330,0.01,0.01,0.00,0.74,17,1,0,3.4,18.6,2026-08-30T13:00:00Z,67,False,4,0,0,0,5,0,2,0,54809,1,2,1,1,4.0,2,2801,5925,3124,45,True,0
Joshua Zirkzee,FWD,Man Utd,0.2,0,0,0,0,0,0.0,0,440,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,51589,0,0,2,5,0.0,0,-11086,2045,13131,55,True,0
Cameron Humphreys,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,602,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,16,0,0,0,0,0,2,0,3086,0,0,2,5,0.0,0,942,1275,333,45,False,0
Promise David,FWD,Brighton,0.2,0,0,3,0,0,3.7,0,594,0.00,0.00,0.00,0.04,16,0,0,0.4,0.0,2026-08-30T13:00:00Z,10,False,6,0,0,0,0,0,2,0,25435,0,0,3,4,0.0,1,-1622,2519,4141,60,False,0
Dan Ndoye,MID,Nott'm Forest,2.8,0,2,30,0,1,23.0,9,483,0.63,0.98,0.35,1.42,14,1,1,9.5,35.8,2026-08-29T11:30:00Z,65,False,14,0,0,0,8,0,2,0,39501,1,0,2,2,36.0,9,-3771,1491,5262,55,False,0
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,528,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,172295,0,0,2,0,0.0,0,-3996,13184,17180,45,True,0
Alex Iwobi,MID,Fulham,1.8,0,0,20,0,1,35.5,4,261,0.40,0.41,0.01,2.02,19,1,0,5.0,12.0,2026-08-30T13:00:00Z,90,False,20,0,0,0,2,0,2,0,95898,1,1,0,1,2.0,2,-3301,6095,9396,55,False,0
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,0,0,0.0,0,521,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,939,0,0,2,0,0.0,0,-166,75,241,65,True,0
Taiwo Awoniyi,FWD,Coventry City,0.0,0,0,6,0,1,23.6,3,492,0.03,0.96,0.93,0.72,13,1,0,9.9,10.0,2026-08-29T14:00:00Z,90,False,11,0,0,0,2,0,2,0,83094,1,0,1,0,65.0,2,-639,8654,9293,55,True,0
Yankuba Minteh,MID,Brighton,0.0,0,0,0,0,0,0.0,0,122,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,6,0,0,0,0,0,2,0,6199,0,0,3,4,0.0,0,-3381,140,3521,60,False,0
Julio Soler Barreto,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,66,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,9,0,0,0,0,0,2,0,18565,0,0,1,1,0.0,0,-2011,416,2427,40,True,0
Morgan Rogers,MID,Chelsea,5.8,1,0,28,0,1,46.5,5,40,1.01,1.15,0.14,1.41,16,3,0,9.6,26.8,2026-08-30T13:00:00Z,90,False,5,0,0,0,3,0,2,0,2607781,1,1,3,4,23.0,5,180102,251851,71749,75,True,0
Exequiel Palacios,MID,Ipswich Town,2.8,0,0,11,0,2,12.0,6,619,0.01,0.01,0.00,1.92,18,2,0,2.1,7.2,2026-08-30T15:30:00Z,28,False,16,0,0,0,3,0,2,0,127,0,1,2,5,2.0,1,84,89,5,50,False,0
Tosin Adarabioyo,DEF,Chelsea,0.2,0,0,0,0,0,0.0,0,147,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,19280,0,0,3,4,0.0,0,-1857,263,2120,45,True,0
Malo Gusto,DEF,Chelsea,0.8,0,0,-1,0,4,0.7,5,144,0.01,0.01,0.00,1.41,16,3,0,0.9,7.8,2026-08-30T13:00:00Z,90,False,5,0,0,0,3,0,2,0,122291,1,1,3,4,0.0,1,2378,13325,10947,50,True,0
Haji Wright,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,False,11,0,0,0,0,0,2,0,13634,0,0,1,0,0.0,0,-5318,107,5425,55,True,0
Đorđe Petrović,GK,Bournemouth,1.4,0,0,20,0,3,0.0,0,57,0.00,0.00,0.00,1.84,12,1,0,3.4,33.8,2026-08-29T14:00:00Z,90,False,9,0,0,0,8,0,2,5,332768,1,0,1,1,0.0,3,11325,25378,14053,45,True,0
Gonzalo García,FWD,Fulham,2.4,0,0,2,0,2,2.8,4,569,0.01,0.28,0.27,2.02,19,1,0,3.2,5.6,2026-08-30T13:00:00Z,90,False,20,0,0,0,2,0,2,0,399587,1,0,0,1,24.0,2,135011,152218,17207,60,False,0
Takehiro Tomiyasu,DEF,Crystal Palace,0.4,0,0,-3,0,7,1.3,8,577,0.00,0.00,0.00,2.01,11,3,0,1.6,12.6,2026-08-28T19:00:00Z,73,False,15,0,0,0,3,0,2,0,34647,1,1,4,1,2.0,1,-1838,829,2667,45,True,0
Mohamed-Ali Cho,MID,Hull City,2.2,0,0,3,0,0,0.3,0,617,0.00,0.00,0.00,0.18,13,0,0,0.1,0.4,2026-08-29T14:00:00Z,7,False,7,0,0,0,0,0,2,0,49,0,0,1,0,0.0,1,23,25,2,50,False,0
Marc Guiu Paz,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,168,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,43955,0,0,3,4,0.0,0,-3968,2178,6146,50,True,0
Mamadou Sarr,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,150,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,5,0,0,0,0,0,2,0,7741,0,0,3,4,0.0,0,-544,405,949,45,True,0
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,476,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,14,0,0,0,0,0,2,0,23167,0,0,2,2,0.0,0,-1513,495,2008,40,False,0
Lukas Nmecha,FWD,Leeds,1.2,1,0,18,0,0,20.3,1,347,0.00,0.10,0.10,0.93,17,0,0,4.5,18.2,2026-08-30T13:00:00Z,21,False,4,0,0,0,1,0,2,0,51231,0,0,1,1,6.0,4,-7627,1917,9544,55,True,0
Sean Longstaff,MID,Leeds,0.4,0,0,0,0,0,0.0,0,339,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,False,4,0,0,0,0,0,2,0,12723,0,0,1,1,0.0,0,-1056,575,1631,50,True,0
Pedro Lomba Neto,MID,Chelsea,2.8,0,0,32,0,3,25.6,4,156,0.33,0.74,0.41,1.26,16,2,1,10.9,45.2,2026-08-30T13:00:00Z,67,False,5,0,0,0,1,0,2,0,117566,1,0,3,4,38.0,7,-17727,5635,23362,65,True,0
Benjamin Sesko,FWD,Man Utd,1.6,0,0,5,0,0,10.5,3,439,0.01,0.01,0.00,1.00,18,1,0,1.5,2.2,2026-08-30T15:30:00Z,10,False,12,0,0,0,3,0,2,0,181866,0,0,2,5,2.0,1,15428,30554,15126,70,True,0
Ethan Ampadu,MID,Leeds,3.2,0,0,12,0,5,16.6,10,338,0.09,0.10,0.01,1.67,17,1,0,3.7,19.6,2026-08-30T13:00:00Z,90,False,4,0,0,0,3,0,2,0,133624,1,2,1,1,1.0,2,-4850,4591,9441,55,True,0
Armin Pecsi,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,353,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,False,18,0,0,0,0,0,2,0,2467,0,0,2,2,0.0,0,-448,0,448,40,True,0
Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,0.0,0,0,0,0,0,0.0,0,402,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,False,8,0,0,0,0,0,2,0,1526,0,0,4,1,0.0,0,-796,0,796,65,False,0
Karl Darlow,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,325,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,False,12,0,0,0,0,0,2,0,3863,0,0,2,5,0.0,0,-15,242,257,45,True,0
Aaron Hickey,DEF,Brentford,1.0,0,0,6,0,0,4.1,1,90,0.02,0.02,0.00,0.00,17,0,0,0.8,4.0,2026-08-30T13:00:00Z,2,False,13,0,0,0,0,0,2,0,7643,0,1,1,1,0.0,1,83,623,540,45,False,0
Lucas Bergvall,MID,Spurs,0.6,0,0,0,0,0,0.0,0,520,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2026-08-29T16:30:00Z,0,False,17,0,0,0,0,0,2,0,20234,0,0,2,0,0.0,0,-1564,635,2199,55,True,0
Nicolas Jackson,FWD,Aston Villa,2.0,0,0,11,0,0,5.9,3,166,0.10,0.10,0.00,1.01,20,1,0,1.2,4.2,2026-08-31T19:00:00Z,70,False,1,0,0,0,3,0,2,0,63340,1,0,1,0,2.0,2,-2878,26989,5175,65,True,0
