name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Bradley Burrowes,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,50,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,19,0,0,0,0,0,5,0,63804,0,0,3,2,0.0,0,-5269,1961,7230,45,False,0
Pedro Porro Sauceda,DEF,Spurs,1.8,0,0,4,0,0,0.0,1,499,0.00,0.01,0.01,0.04,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,18,False,2,0,0,0,0,0,5,0,889495,1,1,3,2,0.0,1,-237532,5333,242865,54,True,0
Walter Benítez,GK,Crystal Palace,1.6,0,0,26,1,1,0.0,0,199,0.00,0.00,0.00,1.31,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,13,0,0,0,4,0,5,2,12323,1,0,0,0,0.0,6,618,1413,795,45,False,0
Jeremy Monga,MID,Man City,0.0,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,20,0,0,0,0,0,5,0,874,0,0,3,5,0.0,0,-122,0,122,49,True,0
Moisés Caicedo Corozo,MID,Chelsea,0.1,0,0,0,0,0,0.0,0,159,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,120861,0,0,0,3,0.0,0,-31135,584,31719,53,False,0
Mason Mount,MID,Man Utd,0.2,0,0,3,0,0,0.0,1,430,0.01,0.10,0.09,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,10,False,10,0,0,0,1,0,5,0,3100,0,0,1,1,0.0,1,88,361,273,54,False,0
Lewis Cook,MID,Bournemouth,1.6,0,0,3,0,1,0.0,2,71,0.00,0.00,0.00,0.25,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,15,False,14,0,0,0,1,0,5,0,19112,0,0,1,0,0.0,1,-2898,841,3739,50,True,0
Kobbie Mainoo,MID,Man Utd,4.4,0,0,18,0,1,0.0,12,432,0.10,0.16,0.06,1.62,50,1,0,0.0,0.0,2026-09-20T15:30:00Z,79,False,10,0,0,0,10,0,5,0,177650,1,1,1,1,0.0,4,20730,33995,13265,55,False,0
Nordi Mukiele,DEF,Sunderland,2.6,0,0,5,0,5,0.0,9,533,0.23,0.28,0.05,2.82,45,5,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,15,0,0,0,3,0,5,0,207085,1,4,3,5,0.0,0,-23536,5413,28949,54,False,0
Sean Steur,MID,Newcastle,1.6,0,0,18,1,2,0.0,7,462,0.03,0.03,0.00,0.52,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,65,False,11,0,0,0,3,0,5,0,7714,1,2,1,2,0.0,3,-576,420,996,49,True,0
El Hadji Malick Diouf,DEF,Brentford,0.5,0,0,3,0,1,0.0,1,620,0.00,0.00,0.00,0.13,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,9,False,6,0,0,0,0,0,5,0,9701,0,0,0,3,0.0,1,-593,1079,1672,45,True,0
Shumaira Mheuka,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,169,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,54118,0,0,0,3,0.0,0,3579,9469,5890,45,False,0
David Raya Martín,GK,Arsenal,6.0,0,0,6,0,0,0.0,0,1,0.00,0.00,0.00,1.31,42,3,0,0.0,0.0,2026-09-19T14:00:00Z,90,False,5,0,0,0,14,0,5,2,4487209,1,1,0,3,0.0,1,212570,279598,67028,60,False,0
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,49,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,19,0,0,0,0,0,5,0,169,0,0,3,2,0.0,0,-20,0,20,50,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.8,0,0,3,0,0,0.0,0,488,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,7,False,7,0,0,0,0,0,5,0,48314,0,0,1,0,0.0,1,-5438,1567,7005,49,True,0
John Victor Maciel Furtado,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,468,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,7,0,0,0,0,0,5,0,6278,0,0,1,0,0.0,0,-135,197,332,45,True,0
Caleb Yirenkyi,MID,Coventry City,2.0,0,0,10,1,2,0.0,5,575,0.01,0.01,0.00,1.08,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,90,False,18,0,0,0,2,0,5,0,15964,1,1,1,0,0.0,3,-2510,236,2746,49,False,0
Darío Osorio,MID,Crystal Palace,0.3,0,0,0,0,0,0.0,0,647,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,13,0,0,0,0,0,5,0,833,0,0,0,0,0.0,0,-91,80,171,55,False,0
Noni Madueke,MID,Arsenal,0.2,0,0,0,0,0,0.0,0,16,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,5,0,0,0,0,0,5,0,22229,0,0,0,3,0.0,0,-2443,1193,3636,62,False,0
Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,0,0,0.0,0,601,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,13898,0,0,3,2,0.0,0,-957,655,1612,45,True,0
Miguel Brau,DEF,Coventry City,0.0,0,0,0,0,0,0.0,0,181,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,18,0,0,0,0,0,5,0,2378,0,0,1,0,0.0,0,-280,0,280,40,False,0
Nico Elvedi,DEF,Leeds,2.6,0,0,27,1,4,0.0,4,598,0.01,0.08,0.07,1.06,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,8,0,0,0,1,0,5,0,6514,1,0,0,0,0.0,6,782,1258,476,45,True,0
Federico Chiesa,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,370,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,5019,0,0,1,0,0.0,0,-641,16,657,54,False,0
Aaron Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,561,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,2152,0,0,0,3,0.0,0,-28,188,216,45,False,0
Carlos Alcaraz Durán,MID,Everton,0.2,0,0,0,0,0,0.0,0,243,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,12,0,0,0,0,0,5,0,7950,0,0,0,1,0.0,0,-492,539,1031,49,True,0
Emiliano Buendía Stati,MID,Aston Villa,4.2,0,3,50,0,2,0.0,15,41,0.07,0.21,0.14,1.56,48,2,1,0.0,0.0,2026-09-19T11:30:00Z,90,False,19,0,0,0,6,0,5,0,94622,1,7,3,2,0.0,12,-16876,6405,23281,59,False,0
Lewis Hall,DEF,Newcastle,6.2,0,3,38,0,9,0.0,10,449,0.11,0.30,0.19,1.59,46,1,1,0.0,0.0,2026-09-19T14:00:00Z,90,False,11,0,0,0,7,0,5,0,1629142,1,1,1,2,0.0,13,107688,220393,112705,52,True,0
Lisandro Martínez,DEF,Man Utd,1.2,0,0,6,0,4,0.0,4,419,0.02,0.17,0.15,1.62,50,1,0,0.0,0.0,2026-09-20T15:30:00Z,90,False,10,1,0,0,1,0,5,0,138877,1,0,1,1,0.0,0,823,10516,9693,50,False,0
Chris Rigg,MID,Sunderland,0.4,0,0,0,0,0,0.0,0,548,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,15,0,0,0,0,0,5,0,4992,0,0,3,5,0.0,0,-439,65,504,49,False,0
Wellity Lucky,DEF,Liverpool,0.0,0,0,0,0,0,0.0,0,361,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,13179,0,0,1,0,0.0,0,-466,717,1183,40,False,0
Thierno Barry,FWD,Everton,4.0,0,0,28,1,2,0.0,5,249,0.01,0.53,0.52,1.44,43,0,1,0.0,0.0,2026-09-19T14:00:00Z,90,False,12,0,0,0,3,0,5,0,908127,1,0,0,1,0.0,6,177881,262211,84330,56,True,0
Declan Rice,MID,Arsenal,4.2,0,0,13,0,2,0.0,8,13,0.06,0.08,0.02,1.31,42,3,0,0.0,0.0,2026-09-19T14:00:00Z,90,False,5,0,0,0,4,0,5,0,1344452,1,2,0,3,0.0,1,-54820,28685,83505,74,False,1
Jean-Mattéo Bahoya,MID,Leeds,0.3,0,0,5,0,0,0.0,0,648,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,1,False,8,0,0,0,0,0,5,0,1449,0,0,0,0,0.0,1,-47,363,410,50,True,0
Bendito Mantato,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,437,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,10,0,0,0,0,0,5,0,18231,0,0,1,1,0.0,0,-1079,624,1703,45,False,0
Adam Wharton,MID,Crystal Palace,2.4,0,0,13,1,4,0.0,7,210,0.22,0.29,0.07,1.31,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,13,0,0,0,1,0,5,0,82270,1,2,0,0,0.0,2,-9048,2827,11875,55,False,1
Matthijs de Ligt,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,416,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,10,0,0,0,0,0,5,0,2417,0,0,1,1,0.0,0,-119,79,198,50,False,0
Diego Gómez Amarilla,MID,Brighton,4.8,1,0,19,1,1,0.0,13,127,0.02,0.02,0.00,1.48,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,85,False,1,0,0,0,7,0,5,0,439801,1,5,0,3,0.0,8,-68669,13377,82046,50,True,0
Joël Piroe,FWD,Leeds,0.0,0,0,0,0,0,0.0,0,348,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,8,0,0,0,0,0,5,0,6500,0,0,0,0,0.0,0,-983,0,983,50,True,0
Yann Gboho,MID,Coventry City,0.0,0,0,0,0,0,0.0,0,655,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,18,0,0,0,0,0,5,0,195,0,0,1,0,0.0,0,91,133,42,55,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,219,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,13,0,0,0,0,0,5,0,390,0,0,0,0,0.0,0,-101,0,101,49,False,0
Tyler Dibling,MID,Everton,0.2,0,0,10,0,0,0.0,0,245,0.16,0.33,0.17,0.38,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,24,False,12,0,0,0,0,0,5,0,3032,0,0,0,1,0.0,1,-87,288,375,54,True,0
Tyler Fletcher,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,438,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,10,0,0,0,0,0,5,0,36458,0,0,1,1,0.0,0,250,3537,3287,44,False,0
Benoît Badiashile Mukinayi,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,146,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,1061,0,0,0,3,0.0,0,-128,0,128,45,False,0
Michael Zetterer,GK,Leeds,0.0,0,0,0,0,0,0.0,0,629,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,8,0,0,0,0,0,5,0,86238,0,0,0,0,0.0,0,13986,18956,4970,40,True,0
Jahnoah Markelo,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,196,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,18,0,0,0,0,0,5,0,704,0,0,1,0,0.0,0,-105,0,105,50,False,0
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,215,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,13,0,0,0,0,0,5,0,537,0,0,0,0,0.0,0,-124,0,124,50,False,0
Bafodé Diakité,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,62,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,14,0,0,0,0,0,5,0,17170,0,0,1,0,0.0,0,-1312,916,2228,50,True,0
Younes Ibrahim,MID,Brighton,0.0,0,0,0,0,0,0.0,0,658,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,1,0,0,0,0,0,5,0,1545,0,0,0,3,0.0,0,895,1163,268,45,True,0
Yehor Yarmoliuk,MID,Brentford,1.8,0,0,19,1,3,0.0,10,102,0.06,0.09,0.03,0.55,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,68,False,6,0,0,0,5,0,5,0,72210,1,2,0,3,0.0,3,-7524,1926,9450,48,True,0
Igor Jesus Maciel da Cruz,FWD,Nott'm Forest,2.4,0,0,4,0,0,0.0,3,491,0.01,0.17,0.16,0.04,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,31,False,7,0,0,0,3,0,5,0,310521,0,0,1,0,0.0,1,37689,70541,32852,58,True,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,218,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,13,0,0,0,0,0,5,0,5232,0,0,0,0,0.0,0,-576,272,848,49,False,0
Robert Lynch Sánchez,GK,Chelsea,0.0,0,0,0,0,0,0.0,0,140,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,79688,0,0,0,3,0.0,0,-15548,0,15548,49,False,0
Tyrone Mings,DEF,Aston Villa,2.0,0,0,10,0,12,0.0,13,33,0.00,0.00,0.00,1.56,48,2,0,0.0,0.0,2026-09-19T11:30:00Z,90,False,19,0,0,0,3,0,5,0,41769,1,1,3,2,0.0,3,-1624,3533,5157,45,False,0
Triston Rowe,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,606,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,19,0,0,0,0,0,5,0,18299,0,0,3,2,0.0,0,223,1822,1599,40,False,0
Florentino Ibrain Morris Luís,MID,Ipswich Town,0.4,0,0,1,0,0,0.0,0,571,0.00,0.00,0.00,0.48,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,17,False,9,0,0,0,0,0,5,0,8567,0,0,0,1,0.0,1,-759,181,940,49,False,0
Sam Szmodics,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,319,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,9,0,0,0,0,0,5,0,295,0,0,0,1,0.0,0,-60,0,60,50,False,0
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0,0.0,0,624,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,1,0,0,0,0,0,5,0,51,0,0,0,3,0.0,0,-12,0,12,50,True,0
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,376,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,3,0,0,0,0,0,5,0,119,0,0,1,0,0.0,0,-9,0,9,50,False,0
Harvey Cartwright,GK,Hull City,0.0,0,0,0,0,0,0.0,0,275,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,714,0,0,1,2,0.0,0,-41,0,41,40,False,0
Mason Burstow,FWD,Hull City,0.0,0,0,0,0,0,0.0,0,299,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,3535,0,0,1,2,0.0,0,-365,0,365,45,False,0
Christos Mouzakitis,MID,Hull City,0.0,0,0,0,0,0,0.0,0,645,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,784,0,0,1,2,0.0,0,100,212,112,50,False,0
Simon Adingra,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,15,0,0,0,0,0,5,0,2712,0,0,3,5,0.0,0,-645,0,645,49,False,0
Daniel James,MID,Leeds,0.6,0,0,3,0,1,0.0,1,343,0.00,0.00,0.00,0.40,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,23,False,8,0,0,0,0,0,5,0,10249,0,0,0,0,0.0,1,-709,721,1430,49,True,0
Kieran Dowell,MID,Hull City,0.0,0,0,0,0,0,0.0,0,288,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,17,0,0,0,0,0,5,0,33164,0,0,1,2,0.0,0,-2921,1553,4474,45,False,0
James Trafford,GK,Leeds,5.6,0,3,34,1,0,0.0,0,385,0.00,0.00,0.00,1.06,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,8,0,0,0,16,0,5,5,601728,1,0,0,0,0.0,10,1014,32312,31298,50,True,0
Jaydee Canvot,DEF,Crystal Palace,2.0,0,0,26,1,9,0.0,10,203,0.12,0.12,0.00,1.31,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,13,0,0,0,5,0,5,0,20646,1,1,0,0,0.0,8,-4457,259,4716,49,False,0
Melker Ellborg,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,531,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,15,0,0,0,0,0,5,0,8450,0,0,3,5,0.0,0,-360,190,550,45,False,0
James Justin,DEF,Leeds,5.2,0,2,31,1,6,0.0,9,332,0.12,0.17,0.05,1.06,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,8,0,0,0,2,0,5,0,160178,1,3,0,0,0.0,8,-1614,10354,11968,45,True,0
Arthur Masuaku,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,540,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,15,0,0,0,0,0,5,0,14606,0,0,3,5,0.0,0,-1276,0,1276,40,False,0
Iliman Ndiaye,MID,Man City,4.4,1,0,31,0,1,0.0,4,237,0.14,0.24,0.10,3.15,45,3,0,0.0,0.0,2026-09-20T13:00:00Z,74,False,20,0,0,0,3,0,5,0,784775,1,0,3,5,0.0,5,-147652,43488,191140,59,True,0
Macaulay Zepa,MID,Fulham,0.0,0,0,0,0,0,0.0,0,626,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,0,False,16,0,0,0,0,0,5,0,32375,0,0,1,1,0.0,0,-3861,996,4857,45,True,0
Rayan Vitor Simplício Rocha,MID,Bournemouth,2.0,0,0,17,0,1,0.0,4,67,0.35,0.35,0.00,1.40,49,1,0,0.0,0.0,2026-09-20T13:00:00Z,87,False,14,0,0,0,1,0,5,0,173374,1,2,1,0,0.0,2,-30627,4733,35360,64,True,0
Joachim Andersen,DEF,Fulham,0.6,0,0,0,0,5,0.0,5,253,0.00,0.00,0.00,0.36,50,1,0,0.0,0.0,2026-09-20T15:30:00Z,10,False,16,0,0,0,0,0,5,0,14092,0,0,1,1,0.0,1,-246,1831,2077,50,True,0
Jayden Bogle,DEF,Leeds,8.4,0,0,14,1,1,0.0,1,330,0.00,0.07,0.07,0.66,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,66,False,8,0,0,0,2,0,5,0,695534,1,0,0,0,0.0,5,366973,393603,26630,46,True,1
Joshua Zirkzee,FWD,Man Utd,0.4,0,0,4,0,1,0.0,1,440,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,13,False,10,0,0,0,0,0,5,0,43505,0,0,1,1,0.0,1,-3447,2606,6053,54,False,0
Cameron Humphreys,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,602,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,9,0,0,0,0,0,5,0,2526,0,0,0,1,0.0,0,-489,0,489,45,False,0
Promise David,FWD,Brighton,0.2,0,0,0,0,0,0.0,0,594,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,1,0,0,0,0,0,5,0,21728,0,0,0,3,0.0,0,-3096,2100,5196,60,True,0
Dan Ndoye,MID,Nott'm Forest,3.0,0,0,3,0,1,0.0,1,483,0.05,0.25,0.20,0.63,47,1,0,0.0,0.0,2026-09-19T16:30:00Z,58,False,7,0,0,0,0,0,5,0,87185,1,0,1,0,0.0,1,14955,26545,11590,55,True,0
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,528,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,125898,0,0,3,2,0.0,0,-18539,0,18539,45,True,0
Alex Iwobi,MID,Fulham,2.8,0,2,27,1,1,0.0,7,261,0.41,0.60,0.19,1.12,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,70,False,16,0,0,0,5,0,5,0,70405,1,1,1,1,0.0,5,-6504,3075,9579,54,True,0
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,0,0,0.0,0,521,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,892,0,0,3,2,0.0,0,-30,63,93,65,True,0
Taiwo Awoniyi,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,492,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,18,0,0,0,0,0,5,0,46922,0,0,1,0,0.0,0,-21461,586,22047,55,False,0
Yankuba Minteh,MID,Brighton,0.0,0,0,0,0,0,0.0,0,122,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2026-09-19T14:00:00Z,0,False,1,0,0,0,0,0,5,0,3397,0,0,0,3,0.0,0,-448,28,476,59,True,0
Julio Soler Barreto,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,66,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,14,0,0,0,0,0,5,0,28923,0,0,1,0,0.0,0,-57,2347,2404,40,True,0
Morgan Rogers,MID,Chelsea,5.8,0,0,17,0,2,0.0,8,40,0.07,0.40,0.33,2.65,41,3,0,0.0,0.0,2026-09-18T19:00:00Z,90,False,4,0,0,0,6,0,5,0,4380885,1,0,0,3,0.0,2,628130,697514,69384,77,False,0
Exequiel Palacios,MID,Ipswich Town,2.8,0,0,15,0,2,0.0,6,619,0.02,0.02,0.00,2.07,43,1,0,0.0,0.0,2026-09-19T14:00:00Z,80,False,9,0,0,0,3,0,5,0,7887,1,1,0,1,0.0,2,3407,4756,1349,50,False,0
Tosin Adarabioyo,DEF,Spurs,0.2,0,0,0,0,0,0.0,0,147,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2026-09-19T11:30:00Z,0,False,2,0,0,0,0,0,5,0,16621,0,0,3,2,0.0,0,-600,437,1037,44,True,0
Malo Gusto,DEF,Chelsea,0.8,0,0,0,0,0,0.0,0,144,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,107892,0,0,0,3,0.0,0,-9281,4607,13888,50,False,0
Haji Wright,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,18,0,0,0,0,0,5,0,7895,0,0,1,0,0.0,0,-1150,97,1247,54,False,0
Melvin Bard,DEF,Leeds,0.3,0,0,0,0,0,0.0,0,641,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,8,0,0,0,0,0,5,0,877,0,0,0,0,0.0,0,220,363,143,45,True,0
Đorđe Petrović,GK,Bournemouth,1.8,0,0,12,0,0,0.0,0,57,0.00,0.00,0.00,1.65,49,1,0,0.0,0.0,2026-09-20T13:00:00Z,90,False,14,0,0,0,12,0,5,2,325591,1,0,1,0,0.0,2,-19421,7119,26540,45,True,0
Gonzalo García,FWD,Fulham,2.8,0,0,3,1,1,0.0,2,569,0.33,1.02,0.69,1.25,50,0,0,0.0,0.0,2026-09-20T15:30:00Z,79,False,16,0,0,0,1,0,5,0,386933,1,0,1,1,0.0,2,-31297,42871,74168,60,True,0
Takehiro Tomiyasu,DEF,Crystal Palace,0.6,0,0,4,0,3,0.0,3,577,0.01,0.01,0.00,0.54,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,45,False,13,0,0,0,0,0,5,0,29233,1,0,0,0,0.0,1,-2327,497,2824,44,False,0
Mohamed-Ali Cho,MID,Hull City,2.2,0,0,25,0,0,0.0,0,617,0.20,0.47,0.27,0.16,46,0,1,0.0,0.0,2026-09-19T14:00:00Z,27,False,17,0,0,0,0,0,5,0,1422,0,0,1,2,0.0,6,172,401,229,50,False,0
Marc Guiu Paz,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,168,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,21634,0,0,0,3,0.0,0,-4081,0,4081,50,False,0
Mamadou Sarr,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,150,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2026-09-18T19:00:00Z,0,False,4,0,0,0,0,0,5,0,3038,0,0,0,3,0.0,0,-455,0,455,45,False,0
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,476,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2026-09-19T16:30:00Z,0,False,7,0,0,0,0,0,5,0,22848,0,0,1,0,0.0,0,-649,1022,1671,40,True,0
Lukas Nmecha,FWD,Leeds,1.4,0,0,4,0,0,0.0,2,347,0.00,0.00,0.00,0.37,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,14,False,8,0,0,0,1,0,5,0,51218,0,1,0,0,0.0,1,-1434,6227,7661,54,True,0
Sean Longstaff,MID,Leeds,0.4,0,0,0,0,0,0.0,0,339,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2026-09-20T13:00:00Z,0,False,8,0,0,0,0,0,5,0,9382,0,0,0,0,0.0,0,-977,466,1443,49,True,0
