name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Yoane Wissa,FWD,Newcastle,3.0,0,0,3,0,2,21.5,5,464,0.00,0.16,0.16,2.08,40,4,0,3.6,2.2,2026-09-14T19:00:00Z,90,False,13,0,0,0,2,0,4,0,1925334,1,1,1,4,12.0,2,319416,578506,259090,62,False,0
Jay Dasilva,DEF,Coventry City,1.0,0,0,-7,0,3,26.0,3,176,0.33,0.33,0.00,2.81,38,5,0,3.9,12.8,2026-09-13T13:00:00Z,90,False,5,0,0,0,3,0,4,0,77723,1,0,5,0,0.0,0,-2321,2492,4813,40,True,0
James McAtee,MID,Nott'm Forest,2.0,0,0,18,0,4,27.3,12,486,0.38,0.41,0.03,0.73,31,1,0,5.2,14.8,2026-09-12T14:00:00Z,81,False,2,0,0,0,5,0,4,0,9321,1,3,2,1,10.0,3,546,1956,1410,55,False,1
Emersonn Correia da Silva,FWD,Ipswich Town,5.2,1,3,45,0,0,12.4,2,316,0.05,0.49,0.44,0.20,34,1,1,9.2,46.6,2026-09-12T14:00:00Z,62,False,8,0,0,0,2,0,4,0,178755,1,0,3,2,33.0,12,1738,26091,24353,55,False,0
Enis Destan,FWD,Hull City,0.0,0,0,0,0,0,0.0,0,298,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,22427,0,0,2,2,0.0,0,-3752,0,3752,45,False,0
Gonzalo García,FWD,Fulham,2.4,0,0,5,1,1,10.9,3,569,0.03,0.23,0.20,0.81,35,0,0,2.5,4.4,2026-09-12T14:00:00Z,76,False,14,0,0,0,2,0,4,0,405535,1,0,0,0,10.0,2,-70216,38609,108825,60,False,0
Dillon Phillips,GK,Hull City,0.0,0,0,0,0,0,0.0,0,273,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,154407,0,0,2,2,0.0,0,-1217,8596,9813,40,False,0
Stephen Mfuni,DEF,Coventry City,0.0,0,0,0,0,0,0.0,0,656,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,5,0,0,0,0,0,4,0,7468,0,0,5,0,0.0,0,2544,2811,267,40,True,0
Yehor Yarmoliuk,MID,Brentford,1.8,1,0,19,0,2,22.8,5,102,0.21,0.21,0.00,1.25,32,2,0,4.9,22.0,2026-09-12T14:00:00Z,59,False,3,0,0,0,3,0,4,0,78222,1,0,2,2,4.0,4,-15709,706,16415,49,False,0
Abu Kamara,MID,Hull City,0.0,0,0,0,0,0,0.0,0,293,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,215,0,0,2,2,0.0,0,-47,0,47,50,False,0
Boubacar Kamara,MID,Aston Villa,3.0,0,0,17,0,1,12.4,5,47,0.05,0.05,0.00,2.28,31,2,0,2.6,11.6,2026-09-12T14:00:00Z,90,False,18,0,0,0,1,0,4,0,34935,1,3,2,1,2.0,2,-1023,3671,4694,50,True,0
Wesley Fofana,DEF,Chelsea,1.6,0,0,10,0,4,4.7,6,145,0.03,0.03,0.00,0.89,33,2,0,2.7,18.4,2026-09-12T14:00:00Z,85,False,11,0,0,0,4,0,4,0,18473,1,2,2,2,4.0,1,7374,9377,2003,50,True,0
Darko Gyabi,MID,Hull City,0.0,0,0,0,0,0,0.0,0,297,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,2036,0,0,2,2,0.0,0,-159,123,282,45,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,609,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,13,0,0,0,0,0,4,0,26576,0,0,1,4,0.0,0,-1044,3372,4416,40,False,0
Brennan Johnson,MID,Everton,1.8,0,0,13,1,2,29.0,6,209,0.18,0.34,0.16,0.43,37,0,0,4.6,11.2,2026-09-12T16:30:00Z,74,False,19,0,0,0,2,0,4,0,12460,1,2,0,0,6.0,3,-1128,1069,2197,59,False,0
Kepa Arrizabalaga Revuelta,GK,Arsenal,0.0,0,0,0,0,0,0.0,0,2,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,20,0,0,0,0,0,4,0,7757,0,0,2,0,0.0,0,-576,275,851,49,False,0
Alisson Becker,GK,Liverpool,3.8,0,2,29,1,0,0.0,0,350,0.00,0.00,0.00,0.70,35,0,0,2.1,21.0,2026-09-12T14:00:00Z,90,False,10,0,0,0,14,0,4,3,438381,1,0,0,0,0.0,9,15592,45421,29829,55,True,0
Mathys Tel,MID,Spurs,1.6,0,0,3,0,0,3.2,0,514,0.09,0.10,0.01,0.44,37,0,0,1.3,0.6,2026-09-12T16:30:00Z,27,False,9,0,0,0,0,0,4,0,26160,0,0,0,0,9.0,1,-6570,1812,8382,58,True,0
Leo Fuhr Hjelde,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,538,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,1,0,0,0,0,0,4,0,4107,0,0,2,0,0.0,0,-403,0,403,40,True,0
Chiedozie Ogbene,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,314,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,8,0,0,0,0,0,4,0,837,0,0,3,2,0.0,0,-326,0,326,49,False,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,83,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,3,0,0,0,0,0,4,0,10856,0,0,2,2,0.0,0,-438,631,1069,45,False,0
Mathias Jensen,MID,Brentford,0.0,0,0,0,0,0,0.0,0,97,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,3,0,0,0,0,0,4,0,12497,0,0,2,2,0.0,0,-4249,42,4291,54,False,0
Jeremy Jacquet,DEF,Liverpool,3.6,0,3,36,1,4,3.3,5,362,0.02,0.02,0.00,0.70,35,0,0,2.4,20.2,2026-09-12T14:00:00Z,90,False,10,0,0,0,5,0,4,0,298463,1,1,0,0,0.0,9,16244,48593,32349,50,True,0
Dominic Calvert-Lewin,FWD,Leeds,4.0,1,2,37,1,1,12.2,5,346,0.00,0.87,0.87,0.59,40,0,1,13.0,51.0,2026-09-14T19:00:00Z,77,False,17,0,0,0,4,0,4,0,2292933,1,0,1,4,67.0,10,-377508,100296,477804,60,True,1
Nick Pope,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,442,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,13,0,0,0,0,0,4,0,108982,0,0,1,4,0.0,0,-8971,3004,11975,49,False,0
Frank Onyeka,MID,Coventry City,1.2,0,0,11,0,2,0.9,7,104,0.01,0.04,0.03,2.16,38,3,0,2.8,6.2,2026-09-13T13:00:00Z,72,False,5,0,0,0,4,0,4,0,11832,1,1,5,0,21.0,2,-1084,629,1713,49,True,0
Marc Guéhi,DEF,Man City,5.2,0,0,27,1,7,0.6,7,388,0.00,0.00,0.00,1.00,39,0,0,1.9,16.6,2026-09-13T15:30:00Z,90,False,16,0,0,0,3,0,4,0,1956435,1,0,1,0,2.0,6,-25207,90239,115446,60,False,0
Christos Tzolis,MID,Arsenal,3.2,0,0,10,1,1,7.3,3,557,0.13,0.13,0.00,1.41,36,0,0,1.3,3.8,2026-09-12T19:00:00Z,80,False,20,0,0,0,1,0,4,0,1659753,1,1,2,0,2.0,3,-328555,82691,411246,64,False,0
George Hemmings,MID,Aston Villa,1.8,0,0,3,0,1,11.5,1,51,0.01,0.01,0.00,0.39,31,0,0,1.6,2.0,2026-09-12T14:00:00Z,45,False,18,0,0,0,0,0,4,0,147009,1,0,2,1,2.0,1,30719,53459,22740,45,True,0
Erling Haaland,FWD,Man City,6.6,0,3,36,1,0,1.6,3,411,0.01,0.88,0.87,1.00,39,0,1,7.3,34.0,2026-09-13T15:30:00Z,90,False,16,0,0,0,3,0,4,0,7610939,1,0,1,0,37.0,9,45312,178187,132875,155,False,0
Riccardo Calafiori,DEF,Arsenal,5.8,0,0,18,1,4,1.7,4,8,0.01,0.07,0.06,1.80,36,0,0,1.8,8.8,2026-09-12T19:00:00Z,90,False,20,0,0,0,2,0,4,0,5296821,1,0,2,0,7.0,6,392809,487524,94715,58,False,0
Sean Longstaff,MID,Leeds,0.4,0,0,4,0,0,0.0,0,339,0.00,0.00,0.00,0.28,40,1,0,0.0,0.0,2026-09-14T19:00:00Z,2,False,17,0,0,0,0,0,4,0,10180,0,0,1,4,0.0,1,-1113,693,1806,49,True,0
Juanlu Sánchez,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,573,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,4,0,0,0,0,0,4,0,18893,0,0,2,2,0.0,0,-1322,285,1607,45,True,0
Tom King,GK,Everton,0.0,0,0,0,0,0,0.0,0,228,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2026-09-12T16:30:00Z,0,False,19,0,0,0,0,0,4,0,4562,0,0,0,0,0.0,0,-100,278,378,45,False,0
Dean Henderson,GK,Crystal Palace,0.0,0,0,0,0,0,0.0,0,198,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,12,0,0,0,0,0,4,0,234983,0,0,3,2,0.0,0,17128,34005,16877,50,True,0
Oli McBurnie,FWD,Hull City,2.8,1,0,17,0,2,10.8,3,295,0.04,0.37,0.33,0.72,33,2,0,5.3,23.6,2026-09-12T14:00:00Z,81,False,6,0,0,0,0,0,4,0,198314,1,1,2,2,19.0,4,-18516,22215,40731,55,False,1
Amad Diallo,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,431,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,38595,0,0,1,0,0.0,0,-13432,148,13580,58,True,0
Oscar Mingueza,DEF,Crystal Palace,0.4,0,0,0,0,0,0.0,0,207,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,12,0,0,0,0,0,4,0,7027,0,0,3,2,0.0,0,-316,691,1007,44,True,0
Charalampos Kostoulas,FWD,Brighton,5.6,1,1,40,1,2,7.0,7,138,0.01,0.40,0.39,1.30,38,0,1,7.8,33.0,2026-09-13T13:00:00Z,83,False,7,0,0,0,4,0,4,0,59839,1,1,5,0,38.0,10,7254,16416,9162,55,False,0
Filip Jörgensen,GK,Chelsea,0.0,0,0,0,0,0,0.0,0,141,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,11,0,0,0,0,0,4,0,933,0,0,2,2,0.0,0,-95,0,95,50,True,0
Kaye Furo,FWD,Brentford,0.0,0,0,0,0,0,0.0,0,107,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,3,0,0,0,0,0,4,0,119195,0,0,2,2,0.0,0,4526,19067,14541,45,False,0
Matheus Santos Carneiro da Cunha,MID,Man Utd,3.2,0,0,8,0,0,14.3,2,428,0.03,0.14,0.11,1.10,39,1,0,3.2,2.4,2026-09-13T15:30:00Z,90,False,15,0,0,0,1,0,4,0,680785,1,1,1,0,15.0,2,-138505,11751,150256,79,True,0
Carl Rushworth,GK,Coventry City,1.0,0,0,-5,0,1,0.0,0,110,0.01,0.01,0.00,2.81,38,5,0,1.8,18.0,2026-09-13T13:00:00Z,90,False,5,0,0,0,11,0,4,2,95177,1,0,5,0,0.0,0,-11337,5350,16687,45,True,0
Gabriel dos Santos Magalhães,DEF,Arsenal,5.0,0,2,30,1,10,1.5,11,4,0.01,0.03,0.02,1.80,36,0,0,2.3,20.6,2026-09-12T19:00:00Z,90,False,20,0,0,0,2,0,4,0,2549738,1,1,2,0,1.0,9,-197767,56562,254329,80,False,1
Hugo Ekitiké,FWD,Liverpool,0.0,0,0,0,0,0,0.0,0,380,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,10,0,0,0,0,0,4,0,11892,0,0,0,0,0.0,0,-1567,474,2041,74,True,0
Chris Richards,DEF,Crystal Palace,1.2,0,0,2,0,12,5.9,13,202,0.06,0.06,0.00,1.68,34,3,0,2.8,22.4,2026-09-12T14:00:00Z,90,False,12,0,0,0,6,0,4,0,74063,1,1,3,2,0.0,2,497,9105,8608,50,True,1
Brian Madjo,FWD,Aston Villa,0.0,0,0,0,0,0,0.0,0,582,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,18,0,0,0,0,0,4,0,26815,0,0,2,1,0.0,0,-5489,357,5846,55,True,0
Curtis Jones,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,373,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,10,0,0,0,0,0,4,0,2535,0,0,0,0,0.0,0,-372,0,372,55,True,0
Alisson Becker,GK,Liverpool,3.8,0,2,29,1,0,0.0,0,350,0.00,0.00,0.00,0.70,35,0,0,2.1,21.0,2026-09-12T14:00:00Z,90,False,10,0,0,0,14,0,4,3,438381,1,0,0,0,0.0,9,15592,45421,29829,55,True,0
Aladji Bamba,MID,Newcastle,0.6,0,0,4,0,0,0.3,2,559,0.00,0.00,0.00,0.11,40,0,0,0.2,1.4,2026-09-14T19:00:00Z,10,False,13,0,0,0,1,0,4,0,11166,0,1,1,4,0.0,1,-1098,539,1637,49,False,0
Abdul Fatawu,MID,Ipswich Town,1.6,0,0,6,0,2,11.3,7,315,0.05,0.05,0.00,0.20,34,1,0,2.4,6.2,2026-09-12T14:00:00Z,61,False,8,0,0,0,3,0,4,0,21628,1,2,3,2,6.0,1,-464,1970,2434,55,False,1
Leny Yoro,DEF,Man Utd,0.4,0,0,0,0,0,0.0,0,420,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,52988,0,0,1,0,0.0,0,-6069,894,6963,49,True,0
Jorrel Hato,DEF,Chelsea,1.6,0,0,-8,0,2,2.9,3,148,0.10,0.10,0.00,0.44,33,2,0,0.9,3.8,2026-09-12T14:00:00Z,45,False,11,0,0,0,2,0,4,0,115190,1,1,2,2,2.0,0,42963,58654,15691,45,True,0
Abdul Fatawu,MID,Ipswich Town,1.6,0,0,6,0,2,11.3,7,315,0.05,0.05,0.00,0.20,34,1,0,2.4,6.2,2026-09-12T14:00:00Z,61,False,8,0,0,0,3,0,4,0,21628,1,2,3,2,6.0,1,-464,1970,2434,55,False,1
Sander Berge,MID,Fulham,1.6,0,0,14,1,4,11.7,9,265,0.01,0.01,0.00,1.28,35,0,0,3.6,18.6,2026-09-12T14:00:00Z,90,False,14,0,0,0,2,0,4,0,32007,1,3,0,0,6.0,3,-4295,748,5043,49,False,0
Timothy Castagne,DEF,Fulham,3.8,0,0,23,1,3,0.8,5,258,0.01,0.01,0.00,0.74,35,0,0,1.4,11.2,2026-09-12T14:00:00Z,71,False,14,0,0,0,3,0,4,0,83333,1,2,0,0,2.0,6,-11458,6203,17661,45,False,0
Juan Angulo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,651,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,1,0,0,0,0,0,4,0,53783,0,0,2,0,0.0,0,22849,32385,9536,45,True,0
Cody Gakpo,MID,Liverpool,5.8,0,0,3,0,0,1.3,2,367,0.02,0.10,0.08,0.16,35,0,0,0.9,0.8,2026-09-12T14:00:00Z,30,False,10,0,0,0,2,0,4,0,1328735,0,0,0,0,7.0,1,357507,670039,312532,72,True,0
Jaidon Anthony,MID,Brentford,3.0,0,0,12,0,5,15.3,11,105,0.10,0.10,0.00,1.25,32,2,0,3.2,14.6,2026-09-12T14:00:00Z,59,False,3,0,0,0,4,0,4,0,14724,1,2,2,2,2.0,1,-1801,761,2562,60,False,0
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0,0.0,0,80,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,4,0,0,0,0,0,4,0,1781,0,0,2,2,0.0,0,-219,0,219,55,True,0
Kai Andrews,MID,Coventry City,0.0,0,0,0,0,0,0.0,0,192,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,5,0,0,0,0,0,4,0,36602,0,0,5,0,0.0,0,-8343,0,8343,45,True,0
Julián Araujo Zúñiga,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,65,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,4,0,0,0,0,0,4,0,1303,0,0,2,2,0.0,0,-117,99,216,44,True,0
Dara O'Shea,DEF,Ipswich Town,2.0,0,0,5,0,7,30.8,9,304,0.08,0.08,0.00,0.62,34,2,0,6.4,29.6,2026-09-12T14:00:00Z,90,False,8,0,0,0,2,0,4,0,317758,1,2,3,2,4.0,1,-22365,18186,40551,40,False,0
Norberto Bercique Gomes Betuncal,FWD,Everton,0.0,0,0,0,0,0,0.0,0,248,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2026-09-12T16:30:00Z,0,False,19,0,0,0,0,0,4,0,94922,0,0,0,0,0.0,0,-62064,0,62064,54,False,0
Alex Palmer,GK,Ipswich Town,0.0,0,0,0,0,0,0.0,0,301,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,8,0,0,0,0,0,4,0,443746,0,0,3,2,0.0,0,-8837,24047,32884,40,False,0
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0,0.0,0,6,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,20,0,0,0,0,0,4,0,22768,0,0,2,0,0.0,0,-2516,735,3251,59,False,0
Jacob Ramsey,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,456,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,13,0,0,0,0,0,4,0,39795,0,0,1,4,0.0,0,6540,11516,4976,49,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0,0.0,0,495,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2026-09-12T16:30:00Z,0,False,9,0,0,0,0,0,4,0,108986,0,0,0,0,0.0,0,2998,8583,5585,40,True,0
Alex Tóth,MID,Bournemouth,0.2,0,0,0,0,0,0.0,0,76,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,4,0,0,0,0,0,4,0,1498,0,0,2,2,0.0,0,-138,72,210,50,True,0
Jean-Mattéo Bahoya,MID,Leeds,0.0,0,0,0,0,0,0.0,0,648,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,17,0,0,0,0,0,4,0,1465,0,0,1,4,0.0,0,392,754,362,50,True,0
Arnaud Kalimuendo,FWD,Nott'm Forest,0.2,0,0,0,0,0,0.0,0,493,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,2,0,0,0,0,0,4,0,5715,0,0,2,1,0.0,0,281,1150,869,54,False,0
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,215,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,12,0,0,0,0,0,4,0,646,0,0,3,2,0.0,0,-276,0,276,50,True,0
Anthony Patterson,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,530,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,1,0,0,0,0,0,4,0,13568,0,0,2,0,0.0,0,-986,0,986,40,True,0
Gabriel Martinelli Silva,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,18,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2026-09-12T19:00:00Z,0,False,20,0,0,0,0,0,4,0,9183,0,0,2,0,0.0,0,-6160,0,6160,63,False,0
Matty Jacob,DEF,Hull City,0.0,0,0,0,0,0,0.0,0,283,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,6,0,0,0,0,0,4,0,927,0,0,2,2,0.0,0,-125,0,125,40,False,0
Dan Burn,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,448,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2026-09-14T19:00:00Z,0,False,13,0,0,0,0,0,4,0,96018,0,0,1,4,0.0,0,-20317,239,20556,49,False,0
Timothy Castagne,DEF,Fulham,3.8,0,0,23,1,3,0.8,5,258,0.01,0.01,0.00,0.74,35,0,0,1.4,11.2,2026-09-12T14:00:00Z,71,False,14,0,0,0,3,0,4,0,83333,1,2,0,0,2.0,6,-11458,6203,17661,45,False,0
Luc De Fougerolles,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,610,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,14,0,0,0,0,0,4,0,9207,0,0,0,0,0.0,0,-750,515,1265,40,False,0
Marc Guéhi,DEF,Man City,5.2,0,0,27,1,7,0.6,7,388,0.00,0.00,0.00,1.00,39,0,0,1.9,16.6,2026-09-13T15:30:00Z,90,False,16,0,0,0,3,0,4,0,1956435,1,0,1,0,2.0,6,-25207,90239,115446,60,False,0
Nobel Mendy,DEF,Hull City,0.0,0,0,3,0,5,0.2,7,586,0.00,0.00,0.00,0.26,33,1,0,1.3,12.6,2026-09-12T14:00:00Z,58,False,6,0,0,0,0,0,4,0,895270,1,2,2,2,0.0,1,246029,316492,70463,41,False,0
Matthijs de Ligt,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,416,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,2411,0,0,1,0,0.0,0,-177,87,264,50,True,0
Geovany Quenda,MID,Chelsea,0.4,0,0,0,0,0,0.0,0,164,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,11,0,0,0,0,0,4,0,3551,0,0,2,2,0.0,0,-517,154,671,54,True,0
Nobel Mendy,DEF,Hull City,0.0,0,0,3,0,5,0.2,7,586,0.00,0.00,0.00,0.26,33,1,0,1.3,12.6,2026-09-12T14:00:00Z,58,False,6,0,0,0,0,0,4,0,895270,1,2,2,2,0.0,1,246029,316492,70463,41,False,0
Wilson Odobert,MID,Spurs,0.0,0,0,0,0,0,0.0,0,517,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2026-09-12T16:30:00Z,0,False,9,0,0,0,0,0,4,0,143,0,0,0,0,0.0,0,18,36,18,55,True,0
Manuel Ugarte Ribeiro,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,433,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,388,0,0,1,0,0.0,0,-22,25,47,50,True,0
Jack Taylor,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,312,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,8,0,0,0,0,0,4,0,3274,0,0,3,2,0.0,0,-278,176,454,45,False,0
Aaron Wan-Bissaka,DEF,Aston Villa,1.5,0,0,11,0,7,13.3,12,611,0.06,0.06,0.00,2.28,31,2,0,3.9,26.0,2026-09-12T14:00:00Z,90,False,18,0,0,0,1,0,4,0,19667,1,5,2,1,0.0,3,1842,4076,2234,45,True,0
João Pedro Loureiro da Costa,DEF,Brighton,0.8,0,0,3,0,1,0.3,1,119,0.00,0.00,0.00,0.04,38,0,0,0.2,1.2,2026-09-13T13:00:00Z,6,False,7,0,0,0,1,0,4,0,3722,0,0,5,0,0.0,1,-117,204,321,45,False,0
Ryan Giles,DEF,Hull City,4.8,1,0,20,0,6,33.5,7,282,0.17,0.17,0.00,0.91,33,2,0,6.6,32.4,2026-09-12T14:00:00Z,90,False,6,0,0,0,2,0,4,0,195043,1,1,2,2,0.0,4,58990,75912,16922,40,False,0
Luca Netz,DEF,Nott'm Forest,0.4,0,0,0,0,0,0.0,0,478,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,2,0,0,0,0,0,4,0,3279,0,0,2,1,0.0,0,-264,104,368,45,False,0
Leon Bailey,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,44,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2026-09-12T14:00:00Z,0,False,18,0,0,0,0,0,4,0,7592,0,0,2,1,0.0,0,-4702,0,4702,54,True,0
Yoane Wissa,FWD,Newcastle,3.0,0,0,3,0,2,21.5,5,464,0.00,0.16,0.16,2.08,40,4,0,3.6,2.2,2026-09-14T19:00:00Z,90,False,13,0,0,0,2,0,4,0,1925334,1,1,1,4,12.0,2,319416,578506,259090,62,False,0
Leny Yoro,DEF,Man Utd,0.4,0,0,0,0,0,0.0,0,420,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,52988,0,0,1,0,0.0,0,-6069,894,6963,49,True,0
Aaron Hickey,DEF,Brentford,1.0,0,0,4,0,5,2.1,7,90,0.03,0.06,0.03,1.33,32,2,0,1.8,10.0,2026-09-12T14:00:00Z,70,False,3,0,0,0,4,0,4,0,7602,1,2,2,2,6.0,1,-402,309,711,45,False,0
Alexander Isak,FWD,Liverpool,5.0,0,0,5,1,0,2.8,1,379,0.00,0.50,0.50,0.70,35,0,0,3.2,1.2,2026-09-12T14:00:00Z,90,False,10,0,0,0,1,0,4,0,2626358,1,0,0,0,28.0,2,623585,732640,109055,91,True,0
Norman Bassette,FWD,Coventry City,0.0,0,0,0,0,0,0.0,0,197,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2026-09-13T13:00:00Z,0,False,5,0,0,0,0,0,4,0,2877,0,0,5,0,0.0,0,-350,0,350,45,True,0
Harry Amass,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,424,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2026-09-13T15:30:00Z,0,False,15,0,0,0,0,0,4,0,21846,0,0,1,0,0.0,0,-300,1680,1980,40,True,0
Ola Aina,DEF,Nott'm Forest,1.6,0,0,11,0,5,1.7,8,473,0.01,0.01,0.00,0.82,31,1,0,1.9,17.4,2026-09-12T14:00:00Z,90,False,2,0,0,0,2,0,4,0,273323,1,3,2,1,0.0,2,-43006,8317,51323,45,False,0
Brenden Aaronson,MID,Leeds,1.2,0,0,4,0,0,0.3,1,337,0.00,0.00,0.00,0.30,40,1,0,0.3,0.2,2026-09-14T19:00:00Z,18,False,17,0,0,0,1,0,4,0,61613,0,0,1,4,2.0,1,-10317,1095,11412,54,True,0
